Ranked Venues - Harbor Freight Tools / Florida - Total - Oct 01, 2020 - Sep 30,2021,,,,,,
Rank,Name,Total Visits,lat,lng,Chain,Plotted,Percentile,State Rank
3,"Piggly Wiggly / 903  Fairhope Ave, Fairhope, AL, United States",416539,30.52503324,-87.884096,Piggly Wiggly,90,96%,3/90
4,"Piggly Wiggly / 1130 MLK EXPRESS, Andalusia, AL, United States",414271,31.3175084,-86.46276762,Piggly Wiggly,90,95%,4/90
5,"Piggly Wiggly / 320  Battle St W, Talladega, AL, United States",381952,33.43259849,-86.1051049,Piggly Wiggly,90,94%,5/90
6,"Piggly Wiggly / 104 River Square Plz, Hueytown, AL, United States",375790,33.45237731,-86.98557574,Piggly Wiggly,90,93%,6/90
7,"Piggly Wiggly / 6501 1st Ave N, Birmingham, AL, United States",360115,33.54845154,-86.74078996,Piggly Wiggly,90,92%,7/90
8,"Piggly Wiggly / 1697 Tuscaloosa Ave SW, Birmingham, AL, United States",350515,33.48717315,-86.86151252,Piggly Wiggly,90,91%,8/90
9,"Piggly Wiggly / 3314 Clairmont Ave S, Birmingham, AL, United States",322567,33.5132844,-86.78048935,Piggly Wiggly,90,90%,9/90
10,"Piggly Wiggly / 211 W College St, Columbiana, AL, United States",305869,33.17911969,-86.61332804,Piggly Wiggly,90,88%,10/90
11,"Piggly Wiggly / 48 Vine St, Birmingham, AL, United States",289536,33.50246719,-86.7546971,Piggly Wiggly,90,87%,11/90
12,"Piggly Wiggly / 1301 W Fort Williams St, Sylacauga, AL, United States",282756,33.16471086,-86.27297552,Piggly Wiggly,90,86%,12/90
13,"Piggly Wiggly / 3800 River Run Dr, Birmingham, AL, United States",281907,33.48143098,-86.7118677,Piggly Wiggly,90,85%,13/90
14,"Piggly Wiggly / 1225 Highway 231 S, Troy, AL, United States",281517,31.77998128,-85.95104932,Piggly Wiggly,90,84%,14/90
15,"Piggly Wiggly / 1400 W Maple Ave, Geneva, AL, United States",280124,31.04833215,-85.89505047,Piggly Wiggly,90,83%,15/90
16,"Piggly Wiggly / 1244 Talladega Hwy, Sylacauga, AL, United States",267405,33.18476181,-86.2437497,Piggly Wiggly,90,82%,16/90
17,"Piggly Wiggly / 3000 Independence Dr, Homewood, AL, United States",265581,33.47817949,-86.78777562,Piggly Wiggly,90,81%,17/90
18,"Piggly Wiggly / 2312 St Stephens Rd, Mobile, AL, United States",263278,30.71932206,-88.08243656,Piggly Wiggly,90,80%,18/90
19,"Piggly Wiggly / 415 Caldwell Dr, Warrior, AL, United States",253409,33.80724935,-86.81006564,Piggly Wiggly,90,78%,19/90
20,"Piggly Wiggly / 2003 US-31, Deatsville, AL, United States",252748,32.58235056,-86.46547991,Piggly Wiggly,90,77%,20/90
21,"Piggly Wiggly / 1633 Forestdale Blvd, Birmingham, AL, United States",252293,33.56993059,-86.89830705,Piggly Wiggly,90,76%,21/90
22,"Piggly Wiggly / 35771 US Highway 231, Ashville, AL, United States",243336,33.84695855,-86.27380534,Piggly Wiggly,90,75%,22/90
23,"Piggly Wiggly / 1324 Dunnavant Valley Road, Birmingham, AL, United States",232892,33.40644716,-86.63170837,Piggly Wiggly,90,74%,23/90
24,"Piggly Wiggly / 2500 29th Ave N, Birmingham, AL, United States",222693,33.55056667,-86.81998443,Piggly Wiggly,90,73%,24/90
25,"Piggly Wiggly / 1028 S Alabama Ave, Monroeville, AL, United States",220893,31.51353883,-87.3223673,Piggly Wiggly,90,72%,25/90
26,"Piggly Wiggly / 1200 S McKenzie St, Foley, AL, United States",219442,30.39269922,-87.68489032,Piggly Wiggly,90,71%,26/90
27,"Piggly Wiggly / 1068 1st St NW, Childersburg, AL, United States",199091,33.27842785,-86.35887238,Piggly Wiggly,90,70%,27/90
28,"Piggly Wiggly / 1455 Sunset Dr, Guntersville, AL, United States",194522,34.35225264,-86.31434499,Piggly Wiggly,90,68%,28/90
29,"Piggly Wiggly / 100 A Council Drive, Odenville, AL, United States",193894,33.6755515,-86.40635585,Piggly Wiggly,90,67%,29/90
30,"Piggly Wiggly / 61 Jefferson St, Alexander City, AL, United States",193094,32.94624246,-85.95262816,Piggly Wiggly,90,66%,30/90
31,"Piggly Wiggly / 88985 Highway 9, Lineville, AL, United States",189093,33.31136827,-85.751822,Piggly Wiggly,90,65%,31/90
32,"Piggly Wiggly / 1631 S Eufaula Ave, Eufaula, AL, United States",186515,31.87164169,-85.15357259,Piggly Wiggly,90,64%,32/90
33,"Piggly Wiggly / 980 2nd St, Florala, AL, United States",185945,31.00284731,-86.32467728,Piggly Wiggly,90,63%,33/90
34,"Piggly Wiggly / 1615  Quintard Ave, Anniston, AL, United States",185085,33.66562555,-85.82603129,Piggly Wiggly,90,62%,34/90
35,"Piggly Wiggly / 710 N Three Notch St, Troy, AL, United States",184999,31.81440268,-85.97153015,Piggly Wiggly,90,61%,35/90
36,"Piggly Wiggly / 205 Conecuh Ave E, Union Springs, AL, United States",180694,32.1467168,-85.71221203,Piggly Wiggly,90,60%,36/90
37,"Piggly Wiggly / 2221 Highway 78, Dora, AL, United States",178681,33.7560409,-87.06455258,Piggly Wiggly,90,58%,37/90
38,"Piggly Wiggly / 1515 2nd Ave A, Opelika, AL, United States",173806,32.64135544,-85.39119325,Piggly Wiggly,90,57%,38/90
39,"Piggly Wiggly / 719 S Saraland Blvd, Saraland, AL, United States",169424,30.80590039,-88.0738269,Piggly Wiggly,90,56%,39/90
40,"Piggly Wiggly / 1009 19th St, Haleyville, AL, United States",169407,34.22496263,-87.62189729,Piggly Wiggly,90,55%,40/90
41,"Piggly Wiggly / 3881 Atlanta Highway, Montgomery, AL, United States",167975,32.3842398,-86.2465718,Piggly Wiggly,90,54%,41/90
42,"Piggly Wiggly / 1140 Montgomery Hwy, Dothan, AL, United States",167139,31.23896934,-85.3981238,Piggly Wiggly,90,53%,42/90
43,"Piggly Wiggly / 131 Greensboro St, Eutaw, AL, United States",157880,32.84047693,-87.88544285,Piggly Wiggly,90,52%,43/90
44,"Piggly Wiggly / 1503 Culver Road, Tuscaloosa, AL, United States",157004,33.19982567,-87.5894981,Piggly Wiggly,90,51%,44/90
45,"Piggly Wiggly / 101-151 Darnell St, Boaz, AL, United States",156079,34.19956945,-86.16122235,Piggly Wiggly,90,50%,45/90
46,"Piggly Wiggly / 120 W Broad St, Eufaula, AL, United States",153140,31.89399606,-85.14687734,Piggly Wiggly,90,48%,46/90
47,"Piggly Wiggly / Four Locations, Tuscaloosa, AL, United States",150886,33.2296815,-87.57530925,Piggly Wiggly,90,47%,47/90
48,"Piggly Wiggly / 1130 280 Byp, Phenix City, AL, United States",150766,32.46880591,-85.02617314,Piggly Wiggly,90,46%,48/90
49,"Piggly Wiggly / 90 Liberty Hill Place, Evergreen, AL, United States",146495,31.45785376,-86.96177396,Piggly Wiggly,90,45%,49/90
50,"Piggly Wiggly / 515 Kowaliga Rd, Eclectic, AL, United States",137813,32.64065679,-86.04040949,Piggly Wiggly,90,44%,50/90
51,"Piggly Wiggly / 250 AL Highway 75 N, Albertville, AL, United States",137224,34.27787051,-86.20121646,Piggly Wiggly,90,43%,51/90
52,"Piggly Wiggly / 202 A South Elm, Tuskegee, AL, United States",136112,32.42138015,-85.69186264,Piggly Wiggly,90,42%,52/90
53,"Piggly Wiggly / 24716 US Highway 31, Jemison, AL, United States",130279,32.95919211,-86.74203812,Piggly Wiggly,90,41%,53/90
54,"Piggly Wiggly / 15 W Fairview Ave, Montgomery, AL, United States",128438,32.35024641,-86.30939472,Piggly Wiggly,90,40%,54/90
55,"Piggly Wiggly / 3265 Broad St, Phil Campbell, AL, United States",122216,34.35372166,-87.70668213,Piggly Wiggly,90,38%,55/90
56,"Piggly Wiggly / 800 Ross St, Heflin, AL, United States",121854,33.64778374,-85.58643978,Piggly Wiggly,90,37%,56/90
57,"Piggly Wiggly / 201 Forrest Ave, East Brewton, AL, United States",121651,31.09896566,-87.06536155,Piggly Wiggly,90,36%,57/90
58,"Piggly Wiggly / 2731 University Blvd E, Tuscaloosa, AL, United States",114572,33.20570302,-87.50204163,Piggly Wiggly,90,35%,58/90
59,"Piggly Wiggly / 512  13th St, Phenix City, AL, United States",111596,32.47156413,-84.99997711,Piggly Wiggly,90,34%,59/90
60,"Piggly Wiggly / 205 Cedar St, Greenville, AL, United States",108156,31.83098673,-86.62270972,Piggly Wiggly,90,33%,60/90
61,"Piggly Wiggly / 6327 Highway 72 E, Gurley, AL, United States",105934,34.69556144,-86.37085058,Piggly Wiggly,90,32%,61/90
62,"Piggly Wiggly / 620 Cherry Valley Shopping Ctr, Lanett, AL, United States",101559,32.87531593,-85.18826156,Piggly Wiggly,90,31%,62/90
63,"Piggly Wiggly / 1721 Greensboro Ave, Tuscaloosa, AL, United States",101193,33.1968441,-87.56210702,Piggly Wiggly,90,30%,63/90
64,"Piggly Wiggly / 300 W Pushmataha St, Butler, AL, United States",99805,32.08914634,-88.22407723,Piggly Wiggly,90,28%,64/90
65,"Piggly Wiggly / 9985  Holtville Rd, Wetumpka, AL, United States",95847,32.63511849,-86.31865093,Piggly Wiggly,90,27%,65/90
66,"Piggly Wiggly / 10760 Lott Rd., Chunchula, AL, United States",93817,30.91501767,-88.27799311,Piggly Wiggly,90,26%,66/90
67,"Piggly Wiggly / 16 Camden Byp, Camden, AL, United States",91636,31.99593456,-87.27703,Piggly Wiggly,90,25%,67/90
68,"Piggly Wiggly / 3800 Al Highway 9, Cedar Bluff, AL, United States",91224,34.2173758,-85.60151559,Piggly Wiggly,90,24%,68/90
69,"Piggly Wiggly / 518 4th Ave SE, Red Bay, AL, United States",89193,34.43860392,-88.13852137,Piggly Wiggly,90,23%,69/90
70,"Piggly Wiggly / 2655 Dauphin Island Pkwy, Mobile, AL, United States",87068,30.6197008,-88.07475022,Piggly Wiggly,90,22%,70/90
71,"Piggly Wiggly / 245 1st St, Cordova, AL, United States",87017,33.75870091,-87.18166473,Piggly Wiggly,90,21%,71/90
72,"Piggly Wiggly / 841 Industrial Park Blvd, Gordo, AL, United States",83251,33.32169479,-87.90997303,Piggly Wiggly,90,20%,72/90
73,"Piggly Wiggly / 116 Melvin Rd, Gilbertown, AL, United States",80248,31.880085,-88.32384936,Piggly Wiggly,90,18%,73/90
74,"Piggly Wiggly / 288 North Union Avenue, Ozark, AL, United States",79409,31.4622917,-85.6395794,Piggly Wiggly,90,17%,74/90
75,"Piggly Wiggly / 767 W Selma St, Dothan, AL, United States",78613,31.20919058,-85.40156226,Piggly Wiggly,90,16%,75/90
76,"Piggly Wiggly / 304 W Main St, Hartford, AL, United States",77362,31.1007178,-85.70078275,Piggly Wiggly,90,15%,76/90
77,"Piggly Wiggly / 87354 US Highway 278, Snead, AL, United States",76400,34.11660504,-86.3920042,Piggly Wiggly,90,14%,77/90
78,"Piggly Wiggly / 1360 Navco Road, Mobile, AL, United States",75285,30.64655714,-88.10273375,Piggly Wiggly,90,13%,78/90
79,"Piggly Wiggly / 621 Boll Weevil Cir, Enterprise, AL, United States",71652,31.32183012,-85.83240939,Piggly Wiggly,90,12%,79/90
80,"Piggly Wiggly / 594 S Valley Ave, Collinsville, AL, United States",67360,34.25721413,-85.86770198,Piggly Wiggly,90,11%,80/90
81,"Piggly Wiggly / 553 N Main St, Brundidge, AL, United States",63819,31.72649505,-85.81803211,Piggly Wiggly,90,10%,81/90
82,"Piggly Wiggly / 10199 Highway 431 S, New Hope, AL, United States",62914,34.54883401,-86.43041239,Piggly Wiggly,90,8%,82/90
83,"Piggly Wiggly / 119 E Church St, Columbia, AL, United States",61173,31.29315833,-85.11013147,Piggly Wiggly,90,7%,83/90
84,"Piggly Wiggly / 337 9th Ave SW, Lafayette, AL, United States",57542,32.88337323,-85.40735548,Piggly Wiggly,90,6%,84/90
85,"Piggly Wiggly / 615 Dolive St, Ste 6, Bay Minette, AL, United States",56173,30.87821254,-87.78107249,Piggly Wiggly,90,5%,85/90
86,"Piggly Wiggly / Hwy 25, Brent, AL, United States",55419,32.93763804,-87.16525623,Piggly Wiggly,90,4%,86/90
87,"Piggly Wiggly / 1002 Geneva Hwy, Enterprise, AL, United States",51837,31.30097272,-85.85745236,Piggly Wiggly,90,3%,87/90
88,"Piggly Wiggly / 2400 J Terrell Wooten Dr, Bessemer, AL, United States",45779,33.4384188,-86.96065989,Piggly Wiggly,90,2%,88/90
89,"Piggly Wiggly / 1837 Stadium Dr, Phenix City, AL, United States",44850,32.49617279,-85.01710962,Piggly Wiggly,90,1%,89/90
90,"Piggly Wiggly / 7270 US-43, Guin, AL, United States",43042,33.96672838,-87.91029171,Piggly Wiggly,90,0%,90/90
1,"Publix / 847 Boll Weevil Cir Ste 112, Enterprise, AL, United States",1226383,31.32602202,-85.83815238,Publix,76,98%,1/76
2,"Publix / 7700 Vaughn Rd, Montgomery, AL, United States",1215123,32.33679715,-86.18276188,Publix,76,97%,2/76
3,"Publix / 4628 Airport Blvd, Mobile, AL, United States",1155486,30.67674896,-88.16770897,Publix,76,96%,3/76
4,"Publix / 4650 W Main St Ste 700, Dothan, AL, United States",1119674,31.2394405,-85.46214622,Publix,76,94%,4/76
5,"Publix / 411 Green Springs Hwy, Homewood, AL, United States",1115298,33.46528373,-86.81962273,Publix,76,93%,5/76
6,"Publix / 1620 Ross Clark Cir, Dothan, AL, United States",1062087,31.1976184,-85.37465211,Publix,76,92%,6/76
7,"Publix / 4045 Atlanta Hwy, Montgomery, AL, United States",1052928,32.38360442,-86.24199711,Publix,76,90%,7/76
8,"Publix / 655 Fieldstown Rd, Gardendale, AL, United States",1052756,33.65122188,-86.82228545,Publix,76,89%,8/76
9,"Publix / 100 N Florida St, Mobile, AL, United States",1050115,30.69248128,-88.09895432,Publix,76,88%,9/76
10,"Publix / 2451 Cobbs Ford Rd, Prattville, AL, United States",1039268,32.46150684,-86.39820627,Publix,76,86%,10/76
11,"Publix / 5408 Summerville Rd Ste 200, Phenix City, AL, United States",1030535,32.52138039,-85.02826396,Publix,76,85%,11/76
12,"Publix / 2370 Hillcrest Rd, Unit J, Mobile, AL, United States",1030385,30.64177322,-88.19232678,Publix,76,84%,12/76
13,"Publix / 115 Commons Way, Oxford, AL, United States",1011559,33.60763294,-85.78834345,Publix,76,82%,13/76
14,"Publix / 3026 Zelda Rd, Montgomery, AL, United States",1011310,32.35553501,-86.26586796,Publix,76,81%,14/76
15,"Publix / 4965 Promenade Pkwy, Bessemer, AL, United States",963464,33.33519215,-86.99339412,Publix,76,80%,15/76
16,"Publix / 5150 Old Springville Rd, Pinson, AL, United States",959641,33.65587679,-86.6470481,Publix,76,78%,16/76
17,"Publix / 2543 John Hawkins Pkwy, Hoover, AL, United States",948895,33.35591446,-86.84271339,Publix,76,77%,17/76
18,"Publix / 1101 Southview Ln, Tuscaloosa, AL, United States",940562,33.12309345,-87.55277662,Publix,76,76%,18/76
19,"Publix / 1325 Montclair Rd, Birmingham, AL, United States",920219,33.52106989,-86.73118125,Publix,76,75%,19/76
20,"Publix / 322 Cox Creek Pkwy, Florence, AL, United States",908940,34.83723314,-87.62948045,Publix,76,73%,20/76
21,"Publix / 10179 Eastern Shore Dr, Spanish Fort, AL, United States",905757,30.67406817,-87.84804162,Publix,76,72%,21/76
22,"Publix / 3014 Allison Bonnett Memorial Dr Ste 130, Hueytown, AL, United States",895617,33.45324923,-86.97824497,Publix,76,71%,22/76
23,"Publix / 9200 Highway 119 Ste 1400, Alabaster, AL, United States",889756,33.21272529,-86.82566794,Publix,76,69%,23/76
24,"Publix / 22031 US Highway 72, Athens, AL, United States",880226,34.78387784,-86.92977357,Publix,76,68%,24/76
25,"Publix / 128 W Grand Ave, Rainbow City, AL, United States",879792,33.9552119,-86.04403166,Publix,76,67%,25/76
26,"Publix / 21 Shell Street, Saraland, AL, United States",879044,30.80556986,-88.11060053,Publix,76,65%,26/76
27,"Publix / 2900 E University Dr, Auburn, AL, United States",878973,32.63821746,-85.48014777,Publix,76,64%,27/76
28,"Publix / 7272 Gadsden Hwy, Trussville, AL, United States",870443,33.64140036,-86.57990244,Publix,76,63%,28/76
29,"Publix / 784 Montgomery Hwy, Vestavia Hills, AL, United States",869051,33.44473518,-86.79328042,Publix,76,61%,29/76
30,"Publix / 4851 Whitesburg Dr SE Ste B, Huntsville, AL, United States",834031,34.69277656,-86.56599493,Publix,76,60%,30/76
31,"Publix / 1605 Beltline Rd SW, Decatur, AL, United States",832530,34.56508215,-87.01307201,Publix,76,59%,31/76
32,"Publix / 2040 Martin St S, Pell City, AL, United States",831665,33.56386616,-86.2676717,Publix,76,57%,32/76
33,"Publix / 160 Cotton Creek Dr Ste 100, Gulf Shores, AL, United States",814026,30.29865245,-87.68136679,Publix,76,56%,33/76
34,"Publix / 2300 Gunter Ave, Guntersville, AL, United States",811599,34.33387224,-86.31649046,Publix,76,55%,34/76
35,"Publix / 2415 Moores Mill Rd, Auburn, AL, United States",803157,32.58535324,-85.43640797,Publix,76,53%,35/76
36,"Publix / 2934 Point Mallard Pkwy SE, Decatur, AL, United States",801426,34.54265332,-86.92039557,Publix,76,52%,36/76
37,"Publix / 1190 University Blvd, Tuscaloosa, AL, United States",796937,33.21209061,-87.55354702,Publix,76,51%,37/76
38,"Publix / 2860 Lakeshore Parkway, Birmingham, AL, United States",789948,33.42295956,-86.88865141,Publix,76,50%,38/76
39,"Publix / 2200 Village Dr, Moody, AL, United States",783944,33.57008874,-86.51757001,Publix,76,48%,39/76
40,"Publix / 22530 US Highway 98 Ste 100, Fairhope, AL, United States",776922,30.55567844,-87.89088468,Publix,76,47%,40/76
41,"Publix / 3220 Woodward Ave, Muscle Shoals, AL, United States",773296,34.73125335,-87.6698165,Publix,76,46%,41/76
42,"Publix / 1104 Cullman Shopping Ctr NW, Cullman, AL, United States",766198,34.18143257,-86.84936741,Publix,76,44%,42/76
43,"Publix / 6707 Highway 431 S, Owens Cross Roads, AL, United States",762598,34.65883162,-86.48112454,Publix,76,43%,43/76
44,"Publix / 1584 Montgomery Hwy, Hoover, AL, United States",758783,33.4035375,-86.80839501,Publix,76,42%,44/76
45,"Publix / 230 20th St S, Birmingham, AL, United States",750572,33.50994908,-86.80322083,Publix,76,40%,45/76
46,"Publix / 12070 County Line Rd Ste C, Madison, AL, United States",737906,34.73052149,-86.78797852,Publix,76,39%,46/76
47,"Publix / 3525 Ross Clark Cir Ste 100, Dothan, AL, United States",723379,31.24847638,-85.42906867,Publix,76,38%,47/76
48,"Publix / 90 Marketplace Cir, Calera, AL, United States",723321,33.155474,-86.74842435,Publix,76,36%,48/76
49,"Publix / 2246 Winchester Rd NE, Huntsville, AL, United States",714690,34.81624075,-86.48969349,Publix,76,35%,49/76
50,"Publix / 2300 McFarland Blvd, Northport, AL, United States",706530,33.24196741,-87.57789163,Publix,76,34%,50/76
51,"Publix / 2614 S McKenzie St, Foley, AL, United States",702358,30.37715627,-87.68636526,Publix,76,32%,51/76
52,"Publix / 7076 Atlanta Hwy, Montgomery, AL, United States",696648,32.38120637,-86.17157022,Publix,76,31%,52/76
53,"Publix / 5850 Highway 53, Harvest, AL, United States",661653,34.84644384,-86.71027559,Publix,76,30%,53/76
54,"Publix / 365 Huntley Pkwy, Pelham, AL, United States",652267,33.27474237,-86.79236422,Publix,76,28%,54/76
55,"Publix / 501 Chelsea Xrds, Chelsea, AL, United States",646382,33.35323276,-86.60877282,Publix,76,27%,55/76
56,"Publix / 1944 Montgomery Hwy S, Birmingham, AL, United States",644197,33.34699721,-86.7973186,Publix,76,26%,56/76
57,"Publix / 6219 Tattersall Blvd, Hoover, AL, United States",633537,33.41983665,-86.66755704,Publix,76,25%,57/76
58,"Publix / 5188 Caldwell Mill Rd, Birmingham, AL, United States",633285,33.38587779,-86.74061435,Publix,76,23%,58/76
59,"Publix / 410 Doug Baker Blvd, Birmingham, AL, United States",623474,33.40894284,-86.66856229,Publix,76,22%,59/76
60,"Publix / 1660 Old Monrovia Rd NW, Huntsville, AL, United States",620564,34.75847872,-86.68033491,Publix,76,21%,60/76
61,"Publix / 4730 Highway 17, Helena, AL, United States",586129,33.27999694,-86.85415728,Publix,76,19%,61/76
62,"Publix / 4851 Rice Mine Rd NE Ste 200, Tuscaloosa, AL, United States",567504,33.26309459,-87.51327644,Publix,76,18%,62/76
63,"Publix / 350 Hughes Rd, Madison, AL, United States",564466,34.70793936,-86.74376678,Publix,76,17%,63/76
64,"Publix / 12796 Bailey Cove Rd SE, Huntsville, AL, United States",562178,34.62277344,-86.53849513,Publix,76,15%,64/76
65,"Publix / 12290 Highway 231/431 North, Meridianville, AL, United States",557796,34.87102142,-86.56930057,Publix,76,14%,65/76
66,"Publix / 310 Pelham Ave SW, Huntsville, AL, United States",557350,34.72343317,-86.58393326,Publix,76,13%,66/76
67,"Publix / 13556 AL-69, Northport, AL, United States",543749,33.30345671,-87.57017421,Publix,76,11%,67/76
68,"Publix / 417 John Henry Way, Madison, AL, United States",496943,34.75220753,-86.76273536,Publix,76,10%,68/76
69,"Publix / 3141 Overton Rd, Mountain Brook, AL, United States",495143,33.46578204,-86.7327647,Publix,76,9%,69/76
70,"Publix / 7129 Wall Triana Highway, Madison, AL, United States",491075,34.79324004,-86.74669254,Publix,76,7%,70/76
71,"Publix / 27955 US Highway 98 Ste 1, Daphne, AL, United States",485905,30.63092644,-87.91259739,Publix,76,6%,71/76
72,"Publix / 3201 Endeavor Ln, Vestavia Hills, AL, United States",464891,33.47257213,-86.70335227,Publix,76,5%,72/76
73,"Publix / 3040 Healthy Way, Vestavia Hills, AL, United States",442734,33.42936282,-86.73757513,Publix,76,3%,73/76
74,"Publix / 2286 Zierdt Rd, Huntsville, AL, United States",342577,34.6477753,-86.719848,Publix,76,2%,74/76
75,"Publix / 3350 Morgan Dr, Vestavia Hills, AL, United States",309046,33.42649838,-86.77406364,Publix,76,1%,75/76
76,"Publix / 8000 Madison Blvd Ste A, Madison, AL, United States",308878,34.69176211,-86.71838158,Publix,76,0%,76/76
1,"Sprouts Farmers Market / 5250 Medford Drive Suite 120, Hoover, AL, United States",287012,33.35581888,-86.85496452,Sprouts Farmers Market,3,66%,1/3
2,"Sprouts Farmers Market / 7504 US 72 West NW, Unit B, Madison, AL, United States",217720,34.75843834,-86.72941154,Sprouts Farmers Market,3,33%,2/3
3,"Sprouts Farmers Market / 5265 US-280, Birmingham, AL, United States",191376,33.42010526,-86.68344075,Sprouts Farmers Market,3,0%,3/3
