,PROPERTY_ID,PROPERTY_NAME,PROPERTY_ADDRESS,PROPERTY_CITY,COUNTY_NAME,PROPERTY_STATE,PROPERTY_ZIPCODE,PROPERTY_LATITUDE,PROPERTY_LONGITUDE,PROPERTY_UNITS,PROPERTY_SQFT,PROPERTY_IMPRATING,PROPERTY_LOCRATING,PROPERTY_STATUS,PROPERTY_STUDENTHOUSING,PROPERTY_AFFORDABLEHOUSING,PROPERTY_MILITARYHOUSING,PROPERTY_AGERESTRICTED,PROPERTY_FRACTUREDCONDO,PROPERTY_ADAPTIVEREUSE,PROPERTY_SINGLEFAMILYRENTAL,PROPERTY_CURRENT_OCCUPANCY,PROPERTY_CURRENT_RENT,PROPERTY_MIXEDUSE,PROPERTY_MIXEDUSE_NOTES,Impr_Rating,Loc_Rating,Property_Overall_Rating,Student_Housing,Affordable_Housing,Military_Housing,Senior_Housing,Fractured_Condo,Adaptive_Reuse,Single_Family_Rental,Mixed_Use,sqft_mixed_use
3094,45_1177599,2610 Peterson Road,2610 Peterson Road,Apopka,Orange,FL,32703,28.683043,-81.555098,146,0,,C+,Prospective,,,,,,,,,,,,,Workforce,,,,,,,,,,0
3095,45_1188,Fox Hollow,3536 Prairie Fox Lane,Orlando,Orange,FL,32812,28.4553472,-81.3377526,156,170040,B,C+,Completed,,A,,N,,,,,,FALSE,,Low Mid-Range,Workforce,,,1,,0,,,,0,0
3096,45_1189253,Southern Oaks,Highway Place & South Orange Avenue,Orlando,Orange,FL,32806,28.50376,-81.376065,143,0,,B-,Prospective,,,,,,,,,,,,,Low Mid-Range,,,,,,,,,,0
3097,45_1201978,Ventura at Turtle Creek,3802 Alafaya Lane,Rockledge,Brevard,FL,32955,28.29445,-80.730171,190,203113,A-,B-,Completed,N,N,N,N,,,,99.5,1684,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
3098,45_1201981,Westwood Park Apartment Homes,11037 Laguna Bay Drive,Orlando,Orange,FL,32439,28.401085,-81.473883,178,180795,B+,B+,Completed,N,A,N,N,,,,,,FALSE,,High Mid-Range,High Mid-Range,,0,1,0,0,,,,0,0
3099,45_1215551,Parasol,4881 Dairy Road,Melbourne,Brevard,FL,32904,28.0368728,-80.6369009,159,0,,B-,Under Construction,,,,A,,,,,,,,,Low Mid-Range,,,,,1,,,,,0
3100,45_1221742,Silver Hills at Universal Phase II,5885 Lakehurst Drive,Orlando,Orange,FL,32819,28.454483,-81.461598,170,0,,B+,Prospective,,,,,,,,,,,,,High Mid-Range,,,,,,,,,,0
3101,45_1222423,Rolling Acres,824 County Road 466,Lady Lake,Lake,FL,32159,28.91499396,-81.93888868,139,0,B,C+,Completed,N,A,N,P,,,,,,FALSE,,Low Mid-Range,Workforce,,0,1,0,1,,,,0,0
3102,45_1233084,Saratoga Villas,4787 West Irlo Bronson Memorial Hwy,Kissimmee,Osceola,FL,34746,28.33006978,-81.470308,150,0,,B-,Planned,,,,,,,,,,,,,Low Mid-Range,,,,,,,,,,0
3103,45_1241,Lake Lucerne Towers,20 West Lucerne Circle,Orlando,Orange,FL,32801,28.533363,-81.377868,157,156268,B-,B-,Completed,,N,,N,,,,98.7,1598,FALSE,,Low Mid-Range,Low Mid-Range,,,0,,0,,,,0,0
3104,45_127,North Lake Park,9300 North Northlake Pkwy,Orlando,Orange,FL,32827,28.4246126,-81.2566752,165,203490,A-,B,Completed,,N,,N,,,,97.6,2043,FALSE,,High Mid-Range,Low Mid-Range,,,0,,0,,,,0,0
3105,45_1285774,Fusion Orlando,7975 Canada Avenue,Orlando,Orange,FL,32819,28.4508744,-81.46732732,176,113300,B,B+,Completed,N,N,N,N,,,,88.6,,FALSE,,Low Mid-Range,High Mid-Range,,0,0,0,0,,,,0,0
3106,45_1294529,Clarion Inn & Suites Redevelopment,4985 West Irlo Bronson Memorial Hwy,Kissimmee,Osceola,FL,34746,28.334334,-81.482333,165,0,,B-,Prospective,,,,,,,,,,,,,Low Mid-Range,,,,,,,,,,0
3107,45_1297353,Binion Road,1951 South Binion Road,Apopka,Orange,FL,32703,28.652042,-81.547722,180,0,,B,Prospective,,,,,,,,,,,,,Low Mid-Range,,,,,,,,,,0
3108,45_1311,Portofino,5974 Windhover Drive,Orlando,Orange,FL,32819,28.4841402,-81.4628468,167,134200,B-,B,Completed,N,N,,N,,,,98.8,1280,FALSE,,Low Mid-Range,Low Mid-Range,,0,0,,0,,,,0,0
3109,45_1313995,1100 East 1st Street,1100 East 1st Street,Sanford,Seminole,FL,32771,28.811786,-81.255869,150,0,,C,Prospective,,,,,,,,,,,,,Workforce,,,,,,,,,,0
3110,45_1314484,Kelly Park,Appy Lane & Plymouth Sorrento Road,Apopka,Orange,FL,32712,28.74223009,-81.55974598,175,0,,B,Prospective,,,,,,,,,,,,,Low Mid-Range,,,,,,,,,,0
3111,45_1315004,Hoffner Avenue Townhomes,4800 Hoffner Avenue,Orlando,Orange,FL,32812,28.4801959,-81.3253051,166,0,,C+,Prospective,,,,,,,,,,,,,Workforce,,,,,,,,,,0
3112,45_1315488,Beacon at Creative Village,West Amelia Street & North Parramore Avenue,Orlando,Orange,FL,32801,28.549325,-81.389022,190,0,,B-,Prospective,,P,,,,,,,,,,,Low Mid-Range,,,1,,,,,,,0
3113,45_1315645,Ivey Ridge,SWC Hammock Ridge Road & East Lake Louisa Road,Clermont,Lake,FL,34711,28.513629,-81.746267,153,0,,B+,Planned,,,,,,,TRUE,,,,,,High Mid-Range,,,,,,,,1,,0
3114,45_1323719,Grayson Square Townhomes,3110 Howell Branch Road,Winter Park,Seminole,FL,32792,28.624957,-81.309264,138,0,,C+,Prospective,,,,,,,,,,,,,Workforce,,,,,,,,,,0
3115,45_1325,Mount Dora,3001 Northland Road,Mount Dora,Lake,FL,32757,28.8146185,-81.6770857,132,78412,C+,C+,Completed,,N,,N,,,,99.2,789,FALSE,,Workforce,Workforce,,,0,,0,,,,0,0
3116,45_1332,Sovereignty at Winter Park,7745 Brandywood Circle,Winter Park,Orange,FL,32792,28.591073,-81.285344,168,135200,B,B-,Completed,N,N,,N,,,,100,1448,FALSE,,Low Mid-Range,Low Mid-Range,,0,0,,0,,,,0,0
3117,45_1338,Huntington Reserve,2000 Rosecliff Circle,Sanford,Seminole,FL,32773,28.7572512,-81.3105472,168,196056,B-,C+,Completed,,A,,N,,,,,,FALSE,,Low Mid-Range,Workforce,,,1,,0,,,,0,0
3118,45_1340688,Ocoee Crown Point Village Center,2012 Ocoee Apopka Road,Apopka,Orange,FL,32703,28.60072,-81.555483,175,0,,B,Prospective,,,,,,,,,,,,,Low Mid-Range,,,,,,,,,,0
3119,45_1345716,Talland Park,West 3rd Street & Pecan Avenue,Sanford,Seminole,FL,32771,28.809828,-81.279076,150,0,,C+,Prospective,,,,,,,,,,,,,Workforce,,,,,,,,,,0
3120,45_1358288,11000 International Drive,11000 International Drive,Orlando,Orange,FL,32821,28.406514,-81.456533,172,0,,B,Prospective,,,,,,,,,,,,,Low Mid-Range,,,,,,,,,,0
3121,45_140,Villa Valencia,8100 Claire Ann Drive,Orlando,Orange,FL,32825,28.550413,-81.272667,149,141953,B+,C+,Completed,N,N,N,N,P,,,98,1462,FALSE,,High Mid-Range,Workforce,,0,0,0,0,1,,,0,0
3122,45_1465,Oak Grove,4701 Walden Circle,Orlando,Orange,FL,32811,28.491777,-81.440754,148,88416,C,A-,Completed,,N,,N,,,,98,1022,FALSE,,Workforce,High Mid-Range,,,0,,0,,,,0,0
3123,45_1466,Oak Harbor,5770 Harbor Chase Circle,Orlando,Orange,FL,32839,28.4769341,-81.4301089,176,199496,B,C+,Completed,,A,,N,,,,,,FALSE,,Low Mid-Range,Workforce,,,1,,0,,,,0,0
3124,45_1475,Birchwood Landings,1485 Ash Circle,Casselberry,Seminole,FL,32707,28.628366,-81.316198,184,114000,C+,B,Completed,,N,,N,,,,96.7,947,FALSE,,Workforce,Low Mid-Range,,,0,,0,,,,0,0
3125,45_1482,Magnolia Pointe,1701 Mercy Drive,Orlando,Orange,FL,32808,28.56521,-81.428279,168,147672,B+,C,Completed,,A,,A,,,,,,FALSE,,High Mid-Range,Workforce,,,1,,1,,,,0,0
3126,45_1492,Bella Lago,4405 South Texas Avenue,Orlando,Orange,FL,32839,28.497804,-81.406902,156,171600,B-,C+,Completed,N,N,,N,,,,99.4,1220,FALSE,,Low Mid-Range,Workforce,,0,0,,0,,,,0,0
3127,45_1513,Remington Place,285 Loraine Drive,Altamonte Springs,Seminole,FL,32714,28.6684113,-81.3932826,160,116800,C+,B-,Completed,,N,,N,,,,96.3,1093,FALSE,,Workforce,Low Mid-Range,,,0,,0,,,,0,0
3128,45_153,Camellia Pointe,6400 Camellia Garden Drive,Orlando,Orange,FL,32822,28.52431,-81.29594,169,178823,A-,C,Completed,,A,,N,,,,,,,,High Mid-Range,Workforce,,,1,,0,,,,,0
3129,45_1537,Promenade at Uptown,375 Palm Springs Drive,Altamonte Springs,Seminole,FL,32701,28.667932,-81.3733428,185,153995,C+,A-,Completed,N,N,N,N,,,,98.9,1250,FALSE,,Workforce,High Mid-Range,,0,0,0,0,,,,0,0
3130,45_1563,Aventura,5300 Cinderlane Pkwy,Orlando,Orange,FL,32808,28.6064117,-81.4303112,144,130584,B-,C+,Completed,N,N,N,N,,FALSE,,95.8,1477,FALSE,,Low Mid-Range,Workforce,,0,0,0,0,,0,,0,0
3131,45_1584,Bocage Village,3502 Bocage Drive,Orlando,Orange,FL,32812,28.500795,-81.3320379,136,155856,B+,B-,Completed,,N,,N,,,,97.8,1400,FALSE,,High Mid-Range,Low Mid-Range,,,0,,0,,,,0,0
3132,45_1600,Dalton Place,12411 Groveview Way,Sanford,Seminole,FL,32773,28.756711,-81.305351,172,178020,B,C+,Completed,,N,,N,,,,94.8,1633,FALSE,,Low Mid-Range,Workforce,,,0,,0,,,,0,0
3133,45_1630,Kara West,3024 South Rio Grande Avenue,Orlando,Orange,FL,32806,28.511986,-81.401954,188,213328,C,C-,Completed,N,N,,N,,,,85.1,1284,FALSE,,Workforce,Workforce,,0,0,,0,,,,0,0
3134,45_1638,Lancaster Villas,800 West Lancaster Road,Orlando,Orange,FL,32809,28.4647986,-81.3882272,145,128650,C+,C,Completed,,A,,N,,,,,,FALSE,,Workforce,Workforce,,,1,,0,,,,0,0
3135,45_1678,Orlando Terrace,4697 Rose Coral Drive,Orlando,Orange,FL,32808,28.5762717,-81.4426195,164,94464,C,C+,Completed,,N,,N,,,,97,990,FALSE,,Workforce,Workforce,,,0,,0,,,,0,0
3136,45_1733,"Edge at Lake Lotus, The",569 Little River Loop,Altamonte Springs,Seminole,FL,32714,28.6516364,-81.4184573,168,160400,B+,B,Completed,N,N,N,N,,,,98.2,1575,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
3137,45_1735,ARIUM Springs Colony,264 Springs Colony Circle,Altamonte Springs,Seminole,FL,32714,28.6584855,-81.3926281,188,166208,B-,B,Completed,,N,,N,,,,98.9,1548,FALSE,,Low Mid-Range,Low Mid-Range,,,0,,0,,,,0,0
3138,45_1737,"Glades, The",651 Glades Circle,Altamonte Springs,Seminole,FL,32714,28.6823795,-81.40906,160,116120,B+,B-,Completed,,N,,N,,,,93.8,1441,FALSE,,High Mid-Range,Low Mid-Range,,,0,,0,,,,0,0
3139,45_1854,Belleza,1365 West Donegan Avenue,Kissimmee,Osceola,FL,34741,28.3191255,-81.417817,176,164416,B-,C,Completed,,N,,N,,,,99.4,1401,FALSE,,Low Mid-Range,Workforce,,,0,,0,,,,0,0
3140,45_1861,Ravenwood,1700 Ravenwood Circle,Kissimmee,Osceola,FL,34741,28.334073,-81.419848,184,167160,C+,B-,Completed,,A,,N,,,,,,FALSE,,Workforce,Low Mid-Range,,,1,,0,,,,0,0
3141,45_1865,Simpson Ridge,2300 Simpson Ridge Circle,Kissimmee,Osceola,FL,34744,28.289956,-81.351413,169,121060,C,B-,Completed,,N,,N,,,,96.4,927,FALSE,,Workforce,Low Mid-Range,,,0,,0,,,,0,0
3142,45_1895,Crossings at Leesburg,2511 Sennett Drive,Leesburg,Lake,FL,34748,28.8425858,-81.9024485,168,196376,B,C,Completed,N,A,N,N,,,,,,FALSE,,Low Mid-Range,Workforce,,0,1,0,0,,,,0,0
3143,45_1898,Lake Harris Cove,32511 Lake Harris Cove Avenue,Leesburg,Lake,FL,34788,28.824271,-81.796807,152,159856,B+,C+,Completed,,P,,N,,,,,1312,FALSE,,High Mid-Range,Workforce,,,1,,0,,,,0,0
3144,45_1909,Silver Pointe,2400 Silver Pointe Circle,Leesburg,Lake,FL,34748,28.8421464,-81.9033321,138,115575,B-,C,Completed,,A,,A,,,,,,FALSE,,Low Mid-Range,Workforce,,,1,,1,,,,0,0
3145,45_1948,Harbor Village,150 East University Blvd,Melbourne,Brevard,FL,32901,28.0647718,-80.6189457,143,79386,C+,C+,Completed,N,N,N,N,,,,89.5,980,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
3146,45_1955,Courtyard on the Green,2700 Croton Road,Melbourne,Brevard,FL,32935,28.1518212,-80.6560155,166,160328,B+,B+,Completed,N,N,N,N,,,,98.8,1373,FALSE,,High Mid-Range,High Mid-Range,,0,0,0,0,,,,0,0
3147,45_1969,Huntington Green,1135 North Wickham Road,Melbourne,Brevard,FL,32935,28.125739,-80.6689894,180,112840,C+,B-,Completed,N,N,N,N,,,,98.3,815,FALSE,,Workforce,Low Mid-Range,,0,0,0,0,,,,0,0
3148,45_1983,Park Village,3099 Park Village Way,Melbourne,Brevard,FL,32935,28.1564254,-80.6689477,138,107540,B-,B,Completed,N,N,N,N,,,,96.4,1470,FALSE,,Low Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
3149,45_1986,Caribbean Villas,2639 Granada Bay Drive,Melbourne,Brevard,FL,32934,28.150301,-80.673513,160,151480,B-,B+,Completed,N,N,N,N,,,,96.3,1485,FALSE,,Low Mid-Range,High Mid-Range,,0,0,0,0,,,,0,0
3150,45_1990,Rivercrest,3320 Rivercrest Drive,Melbourne,Brevard,FL,32935,28.1620314,-80.6434872,180,182000,B-,B,Completed,N,N,N,N,,,,97.2,1523,FALSE,,Low Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
3151,45_1998,Stone Wood Townhomes,325 East University Blvd,Melbourne,Brevard,FL,32901,28.0631406,-80.6156462,165,150480,C+,C+,Completed,N,N,N,N,P,,,97.6,1180,FALSE,,Workforce,Workforce,,0,0,0,0,1,,,0,0
3152,45_2005,Trinity Towers East,700 East Strawbridge Avenue,Melbourne,Brevard,FL,32901,28.0796696,-80.6090733,156,89752,C+,C+,Completed,N,A,N,A,,,,,,FALSE,,Workforce,Workforce,,0,1,0,1,,,,0,0
3153,45_2008,Wickham Club,2905 Kemblewick Drive,Melbourne,Brevard,FL,32935,28.1537172,-80.6705399,133,148524,B,B,Completed,N,A,N,N,,,,,,FALSE,,Low Mid-Range,Low Mid-Range,,0,1,0,0,,,,0,0
3154,45_2009,"Park at Parma, The",500 North Wickham Road,Melbourne,Brevard,FL,32935,28.114845,-80.6741779,150,150400,B-,B-,Completed,N,N,N,N,,,,100,1530,FALSE,,Low Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
3155,45_201,Hollowbrook,5465 Curry Ford Road,Orlando,Orange,FL,32812,28.525362,-81.315266,144,149080,B-,B,Completed,,A,,N,,,,,,FALSE,,Low Mid-Range,Low Mid-Range,,,1,,0,,,,0,0
3156,45_2120,Avery Place Villas,5917 Mustang Place,Orlando,Orange,FL,32822,28.5241291,-81.3046637,158,186350,B,C,Completed,N,N,N,N,P,,,99.4,1744,FALSE,,Low Mid-Range,Workforce,,0,0,0,0,1,,,0,0
3157,45_2148,Discovery Palms,12806 Madison Pointe Circle,Orlando,Orange,FL,32821,28.3823208,-81.4886099,167,166456,A-,B,Completed,N,N,N,N,P,,,98.9,1884,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,1,,,0,0
3158,45_215,"Overlook at Monroe, The",100 Willner Circle,Sanford,Seminole,FL,32771,28.81285,-81.28821,184,170483,B,C+,Completed,,A,,N,,,,,,FALSE,,Low Mid-Range,Workforce,,,1,,0,,,,0,0
3159,45_2155,Dunwoodie Place,4213 Dunwoodie Blvd,Orlando,Orange,FL,32839,28.500781,-81.406494,172,166708,B-,C,Completed,N,A,N,N,,,,,,FALSE,,Low Mid-Range,Workforce,,0,1,0,0,,,,0,0
3160,45_2220,Orlando on the Lake,701 South Ivey Lane,Orlando,Orange,FL,32811,28.5318818,-81.4336713,189,143502,C,B-,Completed,,N,,N,,,,92.6,1195,FALSE,,Workforce,Low Mid-Range,,,0,,0,,,,0,0
3161,45_2268,Royal Bay,5560 Curry Ford Road,Orlando,Orange,FL,32822,28.522866,-81.313659,165,132239,B-,B,Completed,N,N,N,N,,,,100,1245,FALSE,,Low Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
3162,45_2272,Palm Grove Gardens,3944 West W.D. Judge Drive,Orlando,Orange,FL,32808,28.5593695,-81.4273624,142,110070,C+,C-,Completed,,A,,N,,,,,,FALSE,,Workforce,Workforce,,,1,,0,,,,0,0
3163,45_2379,"Majestic at Downtown Baldwin Park, The",4828 New Broad Street,Orlando,Orange,FL,32814,28.5669649,-81.3274099,177,174084,A,A,Completed,N,N,N,N,,FALSE,,98.9,1760,TRUE,"Includes 30,000 Square Feet of Retail",Discretionary,Discretionary,,0,0,0,0,,0,,1,30000
3164,45_2414,Cadence Crossing,6203 Curry Ford Road,Orlando,Orange,FL,32822,28.520632,-81.2989496,184,166952,B,C,Completed,,N,,N,,,,98.9,1351,FALSE,,Low Mid-Range,Workforce,,,0,,0,,,,0,0
3165,45_2424,Village Townhomes at Lake Orlando,4401 Scenic Lake Drive,Orlando,Orange,FL,32808,28.595859,-81.438191,154,204944,B,C+,Completed,,N,,N,,,,98.7,1539,FALSE,,Low Mid-Range,Workforce,,,0,,0,,,,0,0
3166,45_249,Gables at Lakeside,1209 Bermuda Lakes Lane,Kissimmee,Osceola,FL,34741,28.312615,-81.418241,133,143821,B,C+,Completed,N,N,N,N,P,,,98.5,1529,FALSE,,Low Mid-Range,Workforce,,0,0,0,0,1,,,0,0
3167,45_2539,Calvary Towers,1099 Clay Street,Winter Park,Orange,FL,32789,28.5891187,-81.3741828,156,88920,C+,C+,Completed,,A,,A,,,,,,FALSE,,Workforce,Workforce,,,1,,1,,,,0,0
3168,45_2553,La Aloma,3040 Aloma Avenue,Winter Park,Orange,FL,32792,28.6021981,-81.3087151,184,177190,C,C+,Completed,,N,,N,,,,100,1309,FALSE,,Workforce,Workforce,,,0,,0,,,,0,0
3169,45_2563,Oak Reserve,541 Oak Reserve Lane,Winter Park,Orange,FL,32792,28.6073993,-81.2980318,142,120206,B-,C+,Completed,,N,,N,,,,99.3,1420,FALSE,,Low Mid-Range,Workforce,,,0,,0,,,,0,0
3170,45_2615,Grand View Garden Homes,840 South Grand Hwy,Clermont,Lake,FL,34711,28.5523767,-81.7401142,142,128412,B-,B-,Completed,,N,,N,,,,96.5,1132,FALSE,,Low Mid-Range,Low Mid-Range,,,0,,0,,,,0,0
3171,45_265,Acclaim at Conroy,4901 Cason Cove Drive,Orlando,Orange,FL,32811,28.4994038,-81.4466662,172,161228,A-,A-,Completed,,A,,N,,,,,,FALSE,,High Mid-Range,High Mid-Range,,,1,,0,,,,0,0
3172,45_2808,Roselea Manor,2714 Ridgewood Avenue,Sanford ,Seminole,FL,32773,28.7793008,-81.286756,132,131600,C+,C,Completed,N,N,N,N,,,,97.7,1086,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
3173,45_2878,Griffin Park,520 Callahan Drive,Orlando,Orange,FL,32805,28.5327256,-81.3857686,167,107552,B-,B-,Completed,N,A,N,N,,,,,,FALSE,,Low Mid-Range,Low Mid-Range,,0,1,0,0,,,,0,0
3174,45_2879,Reeves Terrace,200 Victor Avenue,Orlando,Orange,FL,32801,28.5403438,-81.3595559,176,133108,C-,C+,Completed,N,A,N,N,,,,,,FALSE,,Workforce,Workforce,,0,1,0,0,,,,0,0
3175,45_2881,Murchison Terrace,3527 North Wilts Court,Orlando,Orange,FL,32805,28.52445741,-81.41984144,191,167650,C-,B-,Completed,N,A,N,N,,,,,,,,Workforce,Low Mid-Range,,0,1,0,0,,,,,0
3176,45_2891,Aspire,111 East Washington Street,Orlando,Orange,FL,32801,28.543863,-81.3770644,164,152240,A,B,Completed,N,N,N,N,,,,98.2,2445,FALSE,,Discretionary,Low Mid-Range,,0,0,0,0,,,,0,0
3177,45_2901,Cypress Oaks,336 Sandy Oak Circle,Leesburg,Lake,FL,34748,28.814897,-81.89619,140,128770,B+,B+,Completed,N,A,N,N,,,,,,FALSE,,High Mid-Range,High Mid-Range,,0,1,0,0,,,,0,0
3178,45_2909,Spring Lake Cove,1508 Spring Lake Cove Lane,Fruitland Park,Lake,FL,34731,28.874249,-81.911026,144,135168,A-,B-,Completed,N,A,N,P,,,,,,FALSE,,High Mid-Range,Low Mid-Range,,0,1,0,1,,,,0,0
3179,45_2967,Orion on Orpington,12700 Orpington Street,Orlando,Orange,FL,32826,28.5703021,-81.1999386,156,202176,B+,B-,Completed,A,N,N,N,,,,,3142,FALSE,,High Mid-Range,Low Mid-Range,,1,0,0,0,,,,0,0
3180,45_297,Blossom Corners I & II,2143 Raper Dairy Road,Orlando,Orange,FL,32822,28.5185479,-81.3016579,137,73440,C+,C,Completed,,N,,N,,,,98.5,992,FALSE,,Workforce,Workforce,,,0,,0,,,,0,0
3181,45_2992,Cove at Lady Lake,735 South US-27,Lady Lake,Lake,FL,32159,28.900307,-81.909414,176,182400,B+,C+,Completed,N,A,N,N,,,,,,FALSE,,High Mid-Range,Workforce,,0,1,0,0,,,,0,0
3182,45_3017,Woodhaven,1913 Woodhaven Circle,Rockledge,Brevard,FL,32955,28.322489,-80.7375888,152,157320,B-,B-,Completed,N,N,N,N,,,,98.7,1814,FALSE,,Low Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
3183,45_3019,Shore View,50 Berkeley Street,Satellite Beach,Brevard,FL,32937,28.2000869,-80.5963924,155,138380,C+,C+,Completed,N,N,N,N,,,,98.7,1141,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
3184,45_3024,Fountain Villas,1001 Cascade Circle,Rockledge,Brevard,FL,32955,28.3231385,-80.7354818,132,172428,B+,B-,Completed,N,N,N,N,,,,100,1889,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,,,,0,0
3185,45_3028,Morningside,1187 South Park Avenue,Titusville,Brevard,FL,32780,28.6016765,-80.8180308,183,116838,C+,C+,Completed,N,N,N,N,,,,94,911,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
3186,45_3036,Emerald Place,1040 Tree Lane,Titusville,Brevard,FL,32780,28.5871499,-80.8155026,136,118000,C+,C+,Completed,N,A,N,N,,,,,,FALSE,,Workforce,Workforce,,0,1,0,0,,,,0,0
3187,45_3038,Park Villas,1023 Park Avenue,Titusville,Brevard,FL,32780,28.603537,-80.8182761,160,170784,B,C+,Completed,N,A,N,N,,,,,,FALSE,,Low Mid-Range,Workforce,,0,1,0,0,,,,0,0
3188,45_3045,Catalina Club,1090 Loring Drive,Merritt Island,Brevard,FL,32953,28.3758282,-80.6987867,136,140896,B-,C+,Completed,N,N,N,N,,,,97.8,1302,FALSE,,Low Mid-Range,Workforce,,0,0,0,0,,,,0,0
3189,45_3054,Royal Oak Colony,3645 Barna Avenue,Titusville,Brevard,FL,32780,28.572258,-80.822261,137,123539,C+,B+,Completed,N,N,N,N,P,,,94.9,997,FALSE,,Workforce,High Mid-Range,,0,0,0,0,1,,,0,0
3190,45_3069,Oceanside Village,208 Caroline Street,Cape Canaveral,Brevard,FL,32920,28.3928129,-80.6016282,180,123600,C,C+,Completed,N,N,N,N,,,,100,903,FALSE,,Workforce,Workforce,,0,0,0,0,,,,0,0
3191,45_3074,Malabar Cove,154 Daffodil Drive,Palm Bay,Brevard,FL,32907,27.9964353,-80.6806474,148,173904,B,B-,Completed,N,A,N,N,,FALSE,,,,FALSE,,Low Mid-Range,Low Mid-Range,,0,1,0,0,,0,,0,0
3192,45_3077,Esplanade,5337 Esplanade Park Circle,Orlando,Orange,FL,32839,28.483901,-81.404076,186,211080,A-,C,Completed,N,N,N,N,,,,99.5,1375,FALSE,,High Mid-Range,Workforce,,0,0,0,0,,,,0,0
3193,45_3084,Villas at Palm Bay,1880 Mogra Circle,Palm Bay,Brevard,FL,32909,28.0408,-80.61641,160,166540,B,C+,Completed,N,N,N,N,,FALSE,,94.4,1237,FALSE,,Low Mid-Range,Workforce,,0,0,0,0,,0,,0,0
3194,45_3085,Lake Point Senior,1821 Dora Avenue,Tavares,Lake,FL,32778,28.8177005,-81.7085623,160,103600,C+,B-,Completed,N,A,N,A,,,,,,FALSE,,Workforce,Low Mid-Range,,0,1,0,1,,,,0,0
3195,45_3103,Carmendy Square,367 Sunny Oaks Way,Lady Lake,Lake,FL,32159,28.9102653,-81.9212861,152,181888,B+,C+,Completed,N,N,N,N,,,,97.4,1681,FALSE,,High Mid-Range,Workforce,,0,0,0,0,,,,0,0
3196,45_3132,River Ridge,9957 Hidden River Drive,Orlando,Orange,FL,32829,28.50916,-81.24162,160,165775,B,B+,Completed,N,A,N,N,,FALSE,,,,FALSE,,Low Mid-Range,High Mid-Range,,0,1,0,0,,0,,0,0
3197,45_3133,Serenity Towers on the St. Johns,519 East 1st Street,Sanford,Seminole,FL,32771,28.81125,-81.26331,158,69540,C-,C,Completed,N,N,N,A,,FALSE,,100,784,FALSE,,Workforce,Workforce,,0,0,0,1,,0,,0,0
3198,45_3140,Tanglewood,2811 Ruleme Street,Eustis,Lake,FL,32726,28.8261123,-81.6887363,138,81330,C,C+,Completed,N,N,N,N,,FALSE,,97.8,793,FALSE,,Workforce,Workforce,,0,0,0,0,,0,,0,0
3199,45_3148,Veranda Club,2121 South Hiawassee Road,Orlando,Orange,FL,32835,28.51841,-81.47875,150,174226,A,B,Completed,N,N,N,N,,,,97.3,2235,TRUE,"Includes 47,000 Square Feet of Retail",Discretionary,Low Mid-Range,,0,0,0,0,,,,1,47000
3200,45_3172,Azul Baldwin Park,4460 Lower Park Road,Orlando,Orange,FL,32814,28.5718512,-81.3302083,178,168445,A,B+,Completed,N,N,N,N,,FALSE,,98.3,2105,FALSE,,Discretionary,High Mid-Range,,0,0,0,0,,0,,0,0
3201,45_3205,"Hillcrest Hampton House, The",2000 East Hillcrest Street,Orlando,Orange,FL,32803,28.55205,-81.35577,156,91000,C,C+,Completed,N,N,N,A,,FALSE,,99.4,784,FALSE,,Workforce,Workforce,,0,0,0,1,,0,,0,0
3202,45_3216,Osceola Pointe,501 Bald Cypress Drive,Kissimmee,Osceola,FL,34744,28.338055,-81.399968,176,0,B,B-,Completed,N,A,N,N,,FALSE,,,,FALSE,,Low Mid-Range,Low Mid-Range,,0,1,0,0,,0,,0,0
3203,45_3217,Osceola Bend,3201 Espinosa Drive,Kissimmee,Osceola,FL,34741,28.345374,-81.425359,152,158782,B,B,Completed,N,A,N,N,,FALSE,,,,FALSE,,Low Mid-Range,Low Mid-Range,,0,1,0,0,,0,,0,0
3204,45_3220,Madison Crossing,2299 East Irlo Bronson Memorial Hwy,Kissimmee,Osceola,FL,34744,28.283971,-81.348347,174,121126,B-,B-,Completed,N,A,N,A,,FALSE,,,,FALSE,,Low Mid-Range,Low Mid-Range,,0,1,0,1,,0,,0,0
3205,45_3238,Cane Island,5251 Cane Island Loop,Kissimmee,Osceola,FL,34746,28.33048,-81.49429,167,218022,A-,B,Completed,N,N,N,N,P,,,96.4,1963,FALSE,,High Mid-Range,Low Mid-Range,,0,0,0,0,1,,,0,0
