STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Tract_Population
1,63,60102,1063060102,601.02,Census Tract 601.02,G5020,S,423259520,9290053,32.9149912,-87.864992,1972
1,63,60101,1063060101,601.01,Census Tract 601.01,G5020,S,79177219,846346,32.7798753,-87.9366318,1571
1,69,40802,1069040802,408.02,Census Tract 408.02,G5020,S,31146753,351369,31.1494473,-85.4186788,4022
1,69,40204,1069040204,402.04,Census Tract 402.04,G5020,S,11747450,0,31.2479491,-85.4457095,6220
1,69,41902,1069041902,419.02,Census Tract 419.02,G5020,S,141641460,505996,31.1625826,-85.2352378,4858
1,69,40205,1069040205,402.05,Census Tract 402.05,G5020,S,8597200,89063,31.2310522,-85.4721506,5736
1,69,40203,1069040203,402.03,Census Tract 402.03,G5020,S,14602533,0,31.2613323,-85.4742453,2845
1,69,40801,1069040801,408.01,Census Tract 408.01,G5020,S,20146185,217773,31.1885874,-85.4439517,5002
1,69,41901,1069041901,419.01,Census Tract 419.01,G5020,S,37528653,316521,31.1937795,-85.2970892,3059
1,69,40206,1069040206,402.06,Census Tract 402.06,G5020,S,9908157,26413,31.212879,-85.4521065,3977
1,125,10706,1125010706,107.06,Census Tract 107.06,G5020,S,80043033,1031588,33.1868781,-87.3623657,3898
1,125,10704,1125010704,107.04,Census Tract 107.04,G5020,S,193970429,977789,33.0566238,-87.477616,4316
1,125,10705,1125010705,107.05,Census Tract 107.05,G5020,S,41990784,2708593,33.0483114,-87.6133839,3496
1,125,10104,1125010104,101.04,Census Tract 101.04,G5020,S,187321805,3791750,33.4984524,-87.6241479,2763
1,125,12504,1125012504,125.04,Census Tract 125.04,G5020,S,36312155,2087094,33.1204035,-87.5913757,2885
1,125,10305,1125010305,103.05,Census Tract 103.05,G5020,S,103536195,1911068,33.2942284,-87.6875513,3336
1,125,10603,1125010603,106.03,Census Tract 106.03,G5020,S,42714674,628079,33.25485,-87.1123475,4636
1,125,12306,1125012306,123.06,Census Tract 123.06,G5020,S,9866291,99803,33.1829754,-87.4917184,6031
1,125,10707,1125010707,107.07,Census Tract 107.07,G5020,S,175786256,470563,33.1089565,-87.3778559,3955
1,125,10206,1125010206,102.06,Census Tract 102.06,G5020,S,11525092,345406,33.2610949,-87.5873104,4378
1,125,12307,1125012307,123.07,Census Tract 123.07,G5020,S,2460565,8916,33.1724661,-87.5005505,1893
1,125,12505,1125012505,125.05,Census Tract 125.05,G5020,S,6228259,15330,33.1308682,-87.5619302,3255
1,125,10604,1125010604,106.04,Census Tract 106.04,G5020,S,89705941,1400719,33.2752676,-87.1920503,5181
1,125,12101,1125012101,121.01,Census Tract 121.01,G5020,S,3608749,8672,33.1932706,-87.5098059,3770
1,125,10105,1125010105,101.05,Census Tract 101.05,G5020,S,430239951,3605531,33.3813536,-87.7638854,3107
1,125,10304,1125010304,103.04,Census Tract 103.04,G5020,S,11104992,8664,33.250428,-87.6210557,3810
1,125,10205,1125010205,102.05,Census Tract 102.05,G5020,S,16714368,214827,33.3088258,-87.5867084,6537
1,125,12408,1125012408,124.08,Census Tract 124.08,G5020,S,2006945,0,33.1715136,-87.5364363,2750
1,125,12406,1125012406,124.06,Census Tract 124.06,G5020,S,1735115,0,33.1799433,-87.534667,2638
1,125,12102,1125012102,121.02,Census Tract 121.02,G5020,S,1676033,0,33.1999545,-87.5092594,2554
1,125,12002,1125012002,120.02,Census Tract 120.02,G5020,S,1411887,0,33.1976348,-87.5396839,1188
1,125,12001,1125012001,120.01,Census Tract 120.01,G5020,S,1169326,41715,33.1941019,-87.5308126,1060
1,125,12407,1125012407,124.07,Census Tract 124.07,G5020,S,1408774,0,33.1786748,-87.5508272,1236
1,89,1902,1089001902,19.02,Census Tract 19.02,G5020,S,12823897,2944,34.682595,-86.5407538,1776
1,89,10302,1089010302,103.02,Census Tract 103.02,G5020,S,71137313,299798,34.9504742,-86.5026248,4850
1,89,10200,1089010200,102,Census Tract 102,G5020,S,108073676,579323,34.782744,-86.4057661,5750
1,89,11021,1089011021,110.21,Census Tract 110.21,G5020,S,11286806,55504,34.6854417,-86.7645134,4694
1,89,1801,1089001801,18.01,Census Tract 18.01,G5020,S,10852826,1515,34.7351055,-86.5436849,3505
1,89,1901,1089001901,19.01,Census Tract 19.01,G5020,S,6278033,0,34.7096258,-86.5508967,3620
1,89,403,1089000403,4.03,Census Tract 4.03,G5020,S,36495999,78914,34.8052817,-86.6207551,4951
1,89,10502,1089010502,105.02,Census Tract 105.02,G5020,S,39835963,62364,34.8554661,-86.6841437,4372
1,89,11400,1089011400,114,Census Tract 114,G5020,S,118186622,955229,34.5476596,-86.3754059,4141
1,89,901,1089000901,9.01,Census Tract 9.01,G5020,S,9707760,741,34.7562271,-86.5465444,4352
1,89,602,1089000602,6.02,Census Tract 6.02,G5020,S,1641163,0,34.7547187,-86.619421,2060
1,89,10612,1089010612,106.12,Census Tract 106.12,G5020,S,14806798,81262,34.7627454,-86.7550333,6071
1,59,973600,1059973600,9736,Census Tract 9736,G5020,S,272384217,4523257,34.3823178,-88.0065912,1573
1,59,973300,1059973300,9733,Census Tract 9733,G5020,S,166454938,300552,34.4374182,-87.6312043,3177
1,59,973500,1059973500,9735,Census Tract 9735,G5020,S,145748126,3881634,34.439224,-88.0399601,2656
1,59,973100,1059973100,9731,Census Tract 9731,G5020,S,303228074,17194464,34.4963129,-87.8555187,2239
1,59,972900,1059972900,9729,Census Tract 9729,G5020,S,159989475,799990,34.5219056,-87.6206134,3886
1,59,973400,1059973400,9734,Census Tract 9734,G5020,S,191333583,2870775,34.5152306,-88.0797797,2720
1,59,973000,1059973000,9730,Census Tract 9730,G5020,S,23065874,39797,34.5401486,-87.7185235,4764
1,59,973200,1059973200,9732,Census Tract 9732,G5020,S,28671184,254296,34.5125993,-87.7533372,4117
1,127,20801,1127020801,208.01,Census Tract 208.01,G5020,S,74871897,1124366,33.8597746,-87.1108898,2245
1,127,20302,1127020302,203.02,Census Tract 203.02,G5020,S,21893471,251912,33.886002,-87.2666219,3163
1,127,20301,1127020301,203.01,Census Tract 203.01,G5020,S,15147207,20654,33.8538685,-87.24233,3752
1,127,20802,1127020802,208.02,Census Tract 208.02,G5020,S,109463797,6536465,33.9444843,-87.1767308,2880
1,59,973703,1059973703,9737.03,Census Tract 9737.03,G5020,S,185524449,2246280,34.3606298,-87.6169119,3203
1,55,10201,1055010201,102.01,Census Tract 102.01,G5020,S,10858867,28398,34.0072306,-86.0924256,2520
1,59,973701,1059973701,9737.01,Census Tract 9737.01,G5020,S,127659122,374116,34.3722021,-87.8018693,2021
1,9,50104,1009050104,501.04,Census Tract 501.04,G5020,S,76806470,263498,33.9346212,-86.5518366,2403
1,9,50106,1009050106,501.06,Census Tract 501.06,G5020,S,20017514,0,33.925327,-86.4725259,3159
1,89,10704,1089010704,107.04,Census Tract 107.04,G5020,S,36739462,148289,34.8553401,-86.6129927,5997
1,89,11026,1089011026,110.26,Census Tract 110.26,G5020,S,5039404,3346,34.7070764,-86.7746445,3720
1,89,10503,1089010503,105.03,Census Tract 105.03,G5020,S,26869345,112389,34.8515283,-86.7740427,5556
1,89,10102,1089010102,101.02,Census Tract 101.02,G5020,S,30430923,450444,34.8498329,-86.4858234,5026
1,89,10631,1089010631,106.31,Census Tract 106.31,G5020,S,16504606,52210,34.801983,-86.6857172,4346
1,89,10630,1089010630,106.3,Census Tract 106.30,G5020,S,5686171,15949,34.7800354,-86.6976012,3385
1,89,10904,1089010904,109.04,Census Tract 109.04,G5020,S,17596450,311840,34.651764,-86.4603914,3763
1,89,1404,1089001404,14.04,Census Tract 14.04,G5020,S,6854597,10858,34.7251064,-86.65861,3419
1,89,2804,1089002804,28.04,Census Tract 28.04,G5020,S,3463118,56303,34.6243539,-86.5769686,2925
1,89,2924,1089002924,29.24,Census Tract 29.24,G5020,S,5400628,71332,34.5977104,-86.5548194,3110
1,89,10101,1089010101,101.01,Census Tract 101.01,G5020,S,252975176,864835,34.9178966,-86.3494802,4957
1,89,10405,1089010405,104.05,Census Tract 104.05,G5020,S,62934029,394171,34.9101337,-86.7065619,3665
1,89,11023,1089011023,110.23,Census Tract 110.23,G5020,S,6049280,15999,34.7411464,-86.7530655,5796
1,89,10802,1089010802,108.02,Census Tract 108.02,G5020,S,45163089,276666,34.7388221,-86.4947666,4520
1,89,10905,1089010905,109.05,Census Tract 109.05,G5020,S,49276059,148561,34.7085096,-86.4644934,7664
1,89,203,1089000203,2.03,Census Tract 2.03,G5020,S,13039789,19818,34.7764853,-86.5575438,4616
1,89,10903,1089010903,109.03,Census Tract 109.03,G5020,S,18159774,63422,34.6565044,-86.4995638,5502
1,89,10628,1089010628,106.28,Census Tract 106.28,G5020,S,4731332,8777,34.7910961,-86.7774468,3518
1,89,10703,1089010703,107.03,Census Tract 107.03,G5020,S,51393306,119210,34.8774654,-86.5629052,4018
1,89,11027,1089011027,110.27,Census Tract 110.27,G5020,S,3540241,1312,34.7013254,-86.7274367,3633
1,89,1403,1089001403,14.03,Census Tract 14.03,G5020,S,13441398,257406,34.7224925,-86.6896731,1966
1,75,30101,1075030101,301.01,Census Tract 301.01,G5020,S,214956210,716628,33.7472437,-88.1779971,3501
1,75,30102,1075030102,301.02,Census Tract 301.02,G5020,S,278103685,134266,33.790633,-88.0328266,1652
1,89,902,1089000902,9.02,Census Tract 9.02,G5020,S,2261878,0,34.7450609,-86.5536342,2399
1,89,1000,1089001000,10,Census Tract 10,G5020,S,2325388,0,34.7422454,-86.573118,2703
1,31,11204,1031011204,112.04,Census Tract 112.04,G5020,S,27691548,151495,31.3647133,-85.8230105,3787
1,31,11205,1031011205,112.05,Census Tract 112.05,G5020,S,5481991,0,31.3363298,-85.8102231,3995
1,31,11203,1031011203,112.03,Census Tract 112.03,G5020,S,13050413,0,31.3515459,-85.8527077,5786
1,31,11206,1031011206,112.06,Census Tract 112.06,G5020,S,6988135,0,31.3222277,-85.8078585,4378
1,7,10006,1007010006,100.06,Census Tract 100.06,G5020,S,117154853,920975,33.1824141,-87.0823075,1280
1,7,10011,1007010011,100.11,Census Tract 100.11,G5020,S,386803398,472371,32.955222,-87.321793,2297
1,7,10007,1007010007,100.07,Census Tract 100.07,G5020,S,390852613,1601300,32.8883969,-86.9477291,2373
1,7,10005,1007010005,100.05,Census Tract 100.05,G5020,S,63483742,521896,33.1751505,-87.1427298,4272
1,7,10008,1007010008,100.08,Census Tract 100.08,G5020,S,300817002,2534986,33.0332174,-87.0211228,2338
1,7,10009,1007010009,100.09,Census Tract 100.09,G5020,S,66539142,1426778,32.8945208,-87.1921653,4587
1,7,10010,1007010010,100.1,Census Tract 100.10,G5020,S,54082646,316412,32.9784509,-87.1866443,3233
1,89,1200,1089001200,12,Census Tract 12,G5020,S,2753325,7983,34.7332961,-86.6065569,2902
1,89,10303,1089010303,103.03,Census Tract 103.03,G5020,S,36189351,42961,34.9688463,-86.6049477,3235
1,89,10629,1089010629,106.29,Census Tract 106.29,G5020,S,8109938,49496,34.7909068,-86.7607021,5243
1,89,2923,1089002923,29.23,Census Tract 29.23,G5020,S,3804877,0,34.6207209,-86.5556539,3460
1,89,10627,1089010627,106.27,Census Tract 106.27,G5020,S,5755610,32637,34.7562113,-86.6942627,4346
1,89,10403,1089010403,104.03,Census Tract 104.03,G5020,S,22743850,51212,34.9264172,-86.6681429,2453
1,89,11024,1089011024,110.24,Census Tract 110.24,G5020,S,5056293,2487,34.7339365,-86.7752481,5404
1,89,11302,1089011302,113.02,Census Tract 113.02,G5020,S,115350254,4959604,34.5449797,-86.4972317,3623
1,89,10706,1089010706,107.06,Census Tract 107.06,G5020,S,18035555,408373,34.8172572,-86.5234845,3890
1,89,2803,1089002803,28.03,Census Tract 28.03,G5020,S,8297702,505324,34.5971957,-86.5749765,4517
1,89,11202,1089011202,112.02,Census Tract 112.02,G5020,S,7671803,359534,34.6594979,-86.7417685,5102
1,89,11203,1089011203,112.03,Census Tract 112.03,G5020,S,53888234,3159757,34.6045688,-86.7609595,4752
1,89,10504,1089010504,105.04,Census Tract 105.04,G5020,S,26308614,103998,34.8345754,-86.7283537,6902
1,11,952202,1011952202,9522.02,Census Tract 9522.02,G5020,S,209556399,965246,32.1384894,-85.649468,3778
1,11,952201,1011952201,9522.01,Census Tract 9522.01,G5020,S,188984150,1099551,32.1732854,-85.7777131,2472
1,21,60701,1021060701,607.01,Census Tract 607.01,G5020,S,89340566,204191,32.7469087,-86.6018649,1777
1,21,60702,1021060702,607.02,Census Tract 607.02,G5020,S,166993925,4142211,32.7670028,-86.4640203,2673
1,21,60403,1021060403,604.03,Census Tract 604.03,G5020,S,79857902,357621,33.0233128,-86.7568332,3313
1,21,60404,1021060404,604.04,Census Tract 604.04,G5020,S,164094533,854251,32.9906895,-86.8314859,6537
1,21,60103,1021060103,601.03,Census Tract 601.03,G5020,S,48633357,124477,32.8739568,-86.6718517,3633
1,21,60104,1021060104,601.04,Census Tract 601.04,G5020,S,15777351,126908,32.8495954,-86.616669,3219
1,69,40700,1069040700,407,Census Tract 407,G5020,S,2321348,0,31.2080051,-85.4121232,2821
1,69,41000,1069041000,410,Census Tract 410,G5020,S,5382695,0,31.2083512,-85.3754388,5240
1,69,41100,1069041100,411,Census Tract 411,G5020,S,8032062,53254,31.1906255,-85.3953411,3482
1,69,41200,1069041200,412,Census Tract 412,G5020,S,2214174,0,31.2153284,-85.3928209,2014
1,69,41500,1069041500,415,Census Tract 415,G5020,S,44227089,0,31.2771403,-85.3841366,3919
1,69,42100,1069042100,421,Census Tract 421,G5020,S,191330486,909732,31.0744338,-85.4260928,7990
1,55,10505,1055010505,105.05,Census Tract 105.05,G5020,S,26541122,0,33.9533617,-85.9027923,2344
1,55,10202,1055010202,102.02,Census Tract 102.02,G5020,S,17399844,54808,33.9988528,-86.1226446,2587
1,55,10504,1055010504,105.04,Census Tract 105.04,G5020,S,21188876,6357455,33.8958315,-86.0445337,4370
1,55,10503,1055010503,105.03,Census Tract 105.03,G5020,S,29060237,1707825,33.8908407,-86.0180201,4266
1,55,10506,1055010506,105.06,Census Tract 105.06,G5020,S,30825393,1090995,33.924723,-85.9559405,2754
1,133,965602,1133965602,9656.02,Census Tract 9656.02,G5020,S,224082537,1479126,34.2151411,-87.4262277,3405
1,133,965601,1133965601,9656.01,Census Tract 9656.01,G5020,S,247257830,12775875,34.0689955,-87.3602591,2149
1,71,950901,1071950901,9509.01,Census Tract 9509.01,G5020,S,48086347,10709673,34.6854652,-85.9434984,1713
1,71,950902,1071950902,9509.02,Census Tract 9509.02,G5020,S,27507268,15347231,34.6391789,-86.0219276,3567
1,71,950302,1071950302,9503.02,Census Tract 9503.02,G5020,S,73026715,15230798,34.8694852,-85.8223876,3277
1,71,951102,1071951102,9511.02,Census Tract 9511.02,G5020,S,134703781,28371884,34.5292334,-86.0298882,2904
1,71,950602,1071950602,9506.02,Census Tract 9506.02,G5020,S,41731929,0,34.7164046,-86.0075965,2646
1,71,950101,1071950101,9501.01,Census Tract 9501.01,G5020,S,115047091,3828811,34.9259619,-85.646384,3304
1,71,951101,1071951101,9511.01,Census Tract 9511.01,G5020,S,149103061,2938816,34.6073374,-85.9059069,3897
1,71,950102,1071950102,9501.02,Census Tract 9501.02,G5020,S,233559349,9790352,34.8149623,-85.7242548,2749
1,95,30803,1095030803,308.03,Census Tract 308.03,G5020,S,39584117,99789,34.2805313,-86.137242,2489
1,95,30804,1095030804,308.04,Census Tract 308.04,G5020,S,13258264,73469,34.2481205,-86.1737824,5168
1,95,30204,1095030204,302.04,Census Tract 302.04,G5020,S,46435227,12668676,34.4881716,-86.2296383,1340
1,95,30102,1095030102,301.02,Census Tract 301.02,G5020,S,126490007,37178820,34.4309415,-86.1703389,1415
1,95,30206,1095030206,302.06,Census Tract 302.06,G5020,S,132487474,36481441,34.448824,-86.311707,4043
1,95,30101,1095030101,301.01,Census Tract 301.01,G5020,S,47244865,717931,34.3463625,-86.1462433,1781
1,95,30302,1095030302,303.02,Census Tract 303.02,G5020,S,163837739,24268900,34.4124087,-86.438254,3979
1,95,30601,1095030601,306.01,Census Tract 306.01,G5020,S,33281787,1281750,34.2812873,-86.3323981,2725
1,95,30602,1095030602,306.02,Census Tract 306.02,G5020,S,65644505,8831972,34.2765694,-86.402295,3975
1,95,30502,1095030502,305.02,Census Tract 305.02,G5020,S,55438288,2643666,34.3221208,-86.4326701,5241
1,95,30301,1095030301,303.01,Census Tract 303.01,G5020,S,48612475,498205,34.4170099,-86.5362459,2563
1,89,301,1089000301,3.01,Census Tract 3.01,G5020,S,3746457,2577,34.7832877,-86.5893471,3626
1,89,302,1089000302,3.02,Census Tract 3.02,G5020,S,3871315,0,34.7823279,-86.607736,4185
1,89,2200,1089002200,22,Census Tract 22,G5020,S,1575713,0,34.7165386,-86.6299005,1799
1,89,2722,1089002722,27.22,Census Tract 27.22,G5020,S,5721478,14747,34.654154,-86.5262617,2926
1,65,40401,1065040401,404.01,Census Tract 404.01,G5020,S,213585669,6374900,32.6514361,-87.6504698,2819
1,65,40402,1065040402,404.02,Census Tract 404.02,G5020,S,14622516,385069,32.7178865,-87.6013942,2034
1,89,2911,1089002911,29.11,Census Tract 29.11,G5020,S,5020097,0,34.6365623,-86.5525967,3933
1,13,952800,1013952800,9528,Census Tract 9528,G5020,S,3450119,0,31.8377094,-86.6283263,1307
1,89,501,1089000501,5.01,Census Tract 5.01,G5020,S,2804806,0,34.775224,-86.6353458,2261
1,89,502,1089000502,5.02,Census Tract 5.02,G5020,S,1995500,0,34.7679304,-86.6346783,2387
1,89,503,1089000503,5.03,Census Tract 5.03,G5020,S,1686653,0,34.7628784,-86.628492,1779
1,89,601,1089000601,6.01,Census Tract 6.01,G5020,S,1538128,0,34.7538634,-86.6345028,1196
1,89,701,1089000701,7.01,Census Tract 7.01,G5020,S,2647545,0,34.7672352,-86.6021901,2538
1,49,960601,1049960601,9606.01,Census Tract 9606.01,G5020,S,62608378,18336,34.3460431,-85.9203333,985
1,49,960401,1049960401,9604.01,Census Tract 9604.01,G5020,S,40727687,8693,34.5449244,-85.7457834,1078
1,49,960703,1049960703,9607.03,Census Tract 9607.03,G5020,S,76525338,149420,34.2344271,-86.0451657,4550
1,49,960301,1049960301,9603.01,Census Tract 9603.01,G5020,S,20954959,454761,34.5804274,-85.8146044,1174
1,33,20704,1033020704,207.04,Census Tract 207.04,G5020,S,7266339,7233,34.7443268,-87.6663059,4054
1,91,973001,1091973001,9730.01,Census Tract 9730.01,G5020,S,163632848,336606,32.2191859,-87.7387857,1232
1,91,972901,1091972901,9729.01,Census Tract 9729.01,G5020,S,8036869,1271769,32.534175,-87.8327833,1609
1,91,973002,1091973002,9730.02,Census Tract 9730.02,G5020,S,520982017,3160672,32.3019011,-87.8337535,2767
1,91,972902,1091972902,9729.02,Census Tract 9729.02,G5020,S,93871977,1523639,32.4789945,-87.7652108,3726
1,47,956101,1047956101,9561.01,Census Tract 9561.01,G5020,S,211074555,6016820,32.4512634,-86.9322054,3156
1,47,956102,1047956102,9561.02,Census Tract 9561.02,G5020,S,107077170,541597,32.5698299,-86.9595534,2703
1,47,957302,1047957302,9573.02,Census Tract 9573.02,G5020,S,154635361,4221479,32.3184453,-86.879088,1409
1,47,957301,1047957301,9573.01,Census Tract 9573.01,G5020,S,18484474,426149,32.3418467,-86.9865333,2327
1,33,20703,1033020703,207.03,Census Tract 207.03,G5020,S,8141508,0,34.7471227,-87.639849,5587
1,97,6501,1097006501,65.01,Census Tract 65.01,G5020,S,40619000,326274,30.5571651,-88.2741415,5404
1,97,6702,1097006702,67.02,Census Tract 67.02,G5020,S,44701147,78388,30.5154023,-88.2381941,4210
1,97,6407,1097006407,64.07,Census Tract 64.07,G5020,S,165068021,5302174,30.6973673,-88.3574571,6375
1,97,7201,1097007201,72.01,Census Tract 72.01,G5020,S,44250274,646269,30.4561048,-88.1792821,2657
1,97,7700,1097007700,77,Census Tract 77,G5020,S,1719754,0,30.7298424,-88.0840384,1147
1,97,7400,1097007400,74,Census Tract 74,G5020,S,14484507,2204149,30.6301964,-88.0699426,2786
1,33,20902,1033020902,209.02,Census Tract 209.02,G5020,S,259170482,7552170,34.6686652,-87.822804,3442
1,33,20901,1033020901,209.01,Census Tract 209.01,G5020,S,132986649,519459,34.6133167,-87.6919752,4639
1,23,956700,1023956700,9567,Census Tract 9567,G5020,S,577280933,4176841,32.2741758,-88.2150406,3335
1,43,964800,1043964800,9648,Census Tract 9648,G5020,S,9393091,182337,34.1871901,-86.863096,4155
1,107,50401,1107050401,504.01,Census Tract 504.01,G5020,S,405373073,18069649,33.108311,-88.2284423,2671
1,107,50402,1107050402,504.02,Census Tract 504.02,G5020,S,531284022,1751614,33.1606622,-88.0046808,2815
1,99,76102,1099076102,761.02,Census Tract 761.02,G5020,S,151600173,172274,31.4223306,-87.3602862,4095
1,99,75901,1099075901,759.01,Census Tract 759.01,G5020,S,249752379,5076623,31.5345161,-87.4877077,3124
1,99,76101,1099076101,761.01,Census Tract 761.01,G5020,S,217531858,307545,31.3801302,-87.4484493,1825
1,99,75902,1099075902,759.02,Census Tract 759.02,G5020,S,18080414,18229,31.536358,-87.3415129,2711
1,131,34801,1131034801,348.01,Census Tract 348.01,G5020,S,160273151,15231326,32.0475351,-87.3749074,2114
1,131,34802,1131034802,348.02,Census Tract 348.02,G5020,S,285476995,6303723,32.0046619,-87.2247829,2543
1,89,702,1089000702,7.02,Census Tract 7.02,G5020,S,3164264,897,34.7552435,-86.6030659,2514
1,87,232100,1087232100,2321,Census Tract 2321,G5020,S,5355678,58722,32.403765,-85.7172586,1185
1,103,5305,1103005305,53.05,Census Tract 53.05,G5020,S,40686654,182170,34.4825416,-86.8919956,5437
1,103,5306,1103005306,53.06,Census Tract 53.06,G5020,S,39881685,3505316,34.5054776,-86.9367596,3820
1,103,5201,1103005201,52.01,Census Tract 52.01,G5020,S,133030120,386680,34.3834282,-87.0642146,1867
1,101,2201,1101002201,22.01,Census Tract 22.01,G5020,S,3121071,0,32.3356125,-86.3078025,3633
1,101,2202,1101002202,22.02,Census Tract 22.02,G5020,S,2891661,81899,32.3151157,-86.303098,652
1,101,2300,1101002300,23,Census Tract 23,G5020,S,3185680,100230,32.3340804,-86.321932,2551
1,101,2400,1101002400,24,Census Tract 24,G5020,S,3709019,57096,32.341301,-86.3351156,1682
1,101,2500,1101002500,25,Census Tract 25,G5020,S,4488073,37253,32.4177882,-86.2722538,2408
1,101,2600,1101002600,26,Census Tract 26,G5020,S,4965228,0,32.3891023,-86.2306238,5791
1,103,200,1103000200,2,Census Tract 2,G5020,S,6694884,3174954,34.5780062,-86.9405608,3438
1,101,2700,1101002700,27,Census Tract 27,G5020,S,7270672,8760,32.3747656,-86.2294064,5075
1,101,3000,1101003000,30,Census Tract 30,G5020,S,10571245,10928,32.3515219,-86.360195,1831
1,101,3100,1101003100,31,Census Tract 31,G5020,S,2749897,3215,32.318844,-86.2886318,4232
1,101,3200,1101003200,32,Census Tract 32,G5020,S,9503090,78827,32.3061941,-86.2681672,5795
1,103,5101,1103005101,51.01,Census Tract 51.01,G5020,S,66123077,10162409,34.6106657,-87.0639758,4940
1,103,5105,1103005105,51.05,Census Tract 51.05,G5020,S,17510844,231909,34.5304394,-87.0091223,2280
1,97,6704,1097006704,67.04,Census Tract 67.04,G5020,S,30638154,111075,30.4797806,-88.2634174,3866
1,97,5702,1097005702,57.02,Census Tract 57.02,G5020,S,180503909,9838929,30.9518426,-88.0280203,3831
1,97,6305,1097006305,63.05,Census Tract 63.05,G5020,S,24162056,31542,30.8124771,-88.2844535,3810
1,103,5500,1103005500,55,Census Tract 55,G5020,S,212457835,821915,34.3700815,-86.9035908,6147
1,103,5405,1103005405,54.05,Census Tract 54.05,G5020,S,168549379,3998321,34.4805794,-86.7691975,4581
1,3,990000,1003990000,9900,Census Tract 9900,G5020,S,0,815342622,30.3288009,-87.8829736,0
1,101,3301,1101003301,33.01,Census Tract 33.01,G5020,S,3771841,0,32.3551725,-86.2576169,3434
1,101,5301,1101005301,53.01,Census Tract 53.01,G5020,S,1534586,0,32.4067542,-86.2466952,994
1,101,5302,1101005302,53.02,Census Tract 53.02,G5020,S,5672645,169270,32.4098492,-86.2260841,2144
1,97,5601,1097005601,56.01,Census Tract 56.01,G5020,S,5031896,189908,30.863435,-88.0412179,2826
1,97,5701,1097005701,57.01,Census Tract 57.01,G5020,S,51215012,142387,30.8752102,-88.0962021,3396
1,97,5602,1097005602,56.02,Census Tract 56.02,G5020,S,15943354,312169,30.843712,-88.0551154,4510
1,97,6505,1097006505,65.05,Census Tract 65.05,G5020,S,94686529,501122,30.5666946,-88.3622715,4437
1,97,6202,1097006202,62.02,Census Tract 62.02,G5020,S,44719761,1576419,30.8007669,-88.3759882,1772
1,97,6107,1097006107,61.07,Census Tract 61.07,G5020,S,48134559,277164,30.8198837,-88.1821071,4106
1,97,6504,1097006504,65.04,Census Tract 65.04,G5020,S,48114419,258642,30.527062,-88.3223834,4187
1,97,6306,1097006306,63.06,Census Tract 63.06,G5020,S,15732045,18438,30.7393369,-88.2488521,5033
1,97,6412,1097006412,64.12,Census Tract 64.12,G5020,S,6062060,8699,30.6354512,-88.269753,5639
1,97,6413,1097006413,64.13,Census Tract 64.13,G5020,S,24661362,297544,30.6375019,-88.3044431,4221
1,97,7204,1097007204,72.04,Census Tract 72.04,G5020,S,64603243,66659424,30.344868,-88.1716708,1541
1,97,6703,1097006703,67.03,Census Tract 67.03,G5020,S,15392309,14069,30.4487539,-88.2388944,2880
1,97,7203,1097007203,72.03,Census Tract 72.03,G5020,S,16266665,71388866,30.2667947,-88.1002267,1610
1,97,3712,1097003712,37.12,Census Tract 37.12,G5020,S,4136485,53628,30.6246435,-88.175446,3532
1,97,6304,1097006304,63.04,Census Tract 63.04,G5020,S,24086403,2397221,30.7861058,-88.3110615,4871
1,97,3410,1097003410,34.1,Census Tract 34.10,G5020,S,14560160,19372,30.7380076,-88.2016449,4144
1,97,6106,1097006106,61.06,Census Tract 61.06,G5020,S,25593919,231224,30.798014,-88.113145,2817
1,97,6201,1097006201,62.01,Census Tract 62.01,G5020,S,173530680,1320126,30.8737533,-88.352886,3544
1,101,5403,1101005403,54.03,Census Tract 54.03,G5020,S,3690069,13893,32.3716245,-86.2001367,4124
1,119,11500,1119011500,115,Census Tract 115,G5020,S,642309323,2872732,32.4322541,-88.1835908,3936
1,119,11600,1119011600,116,Census Tract 116,G5020,S,220321249,185406,32.3800435,-88.3396696,946
1,103,5302,1103005302,53.02,Census Tract 53.02,G5020,S,22269196,450627,34.4527772,-86.9686742,3837
1,103,5304,1103005304,53.04,Census Tract 53.04,G5020,S,39131859,311132,34.4218938,-86.9163658,5301
1,103,100,1103000100,1,Census Tract 1,G5020,S,5107253,1201399,34.597554,-86.9613222,3955
1,103,5103,1103005103,51.03,Census Tract 51.03,G5020,S,8039343,819207,34.516796,-86.9711064,1006
1,103,5404,1103005404,54.04,Census Tract 54.04,G5020,S,62312752,11572366,34.5340894,-86.8545654,5071
1,101,5902,1101005902,59.02,Census Tract 59.02,G5020,S,5208396,327092,32.3042745,-86.3437005,2608
1,43,965401,1043965401,9654.01,Census Tract 9654.01,G5020,S,63368767,175855,34.0726451,-86.8090852,3292
1,55,11100,1055011100,111,Census Tract 111,G5020,S,205444753,671935,34.0544877,-86.2584549,5198
1,55,500,1055000500,5,Census Tract 5,G5020,S,3051233,0,34.0303229,-86.0474175,2012
1,55,1000,1055001000,10,Census Tract 10,G5020,S,1624487,0,34.0097195,-86.0230425,1276
1,3,10709,1003010709,107.09,Census Tract 107.09,G5020,S,62598359,202372,30.5788587,-87.8390181,11493
