"STATEFP","COUNTYFP","NAME","TRACTCE"
"12","131","9900","990000"
"12","103","277.03","027703"
"12","103","281.03","028103"
"12","103","281.04","028104"
"12","103","244.08","024408"
"12","086","7.10","000710"
"12","086","93.15","009315"
"12","086","16.05","001605"
"12","086","90.30","009030"
"12","086","90.24","009024"
"12","086","110.14","011014"
"12","086","90.39","009039"
"12","086","89.06","008906"
"12","091","215.02","021502"
"12","086","106.19","010619"
"12","086","106.18","010618"
"12","086","106.20","010620"
"12","086","76.09","007609"
"12","086","106.26","010626"
"12","086","84.30","008430"
"12","086","188.02","018802"
"12","086","106.25","010625"
"12","086","114.11","011411"
"12","091","212","021200"
"12","091","210.02","021002"
"12","091","220.01","022001"
"12","091","9901","990100"
"12","115","20.08","002008"
"12","011","503.15","050315"
"12","011","1103.44","110344"
"12","011","1103.51","110351"
"12","011","1103.50","110350"
"12","011","1103.54","110354"
"12","011","705.03","070503"
"12","011","705.04","070504"
"12","011","204.19","020419"
"12","011","204.18","020418"
"12","011","202.13","020213"
"12","011","202.14","020214"
"12","011","602.14","060214"
"12","011","1103.62","110362"
"12","011","703.25","070325"
"12","105","105.02","010502"
"12","105","157.01","015701"
"12","071","108.01","010801"
"12","071","108.02","010802"
"12","071","108.03","010803"
"12","055","9606.02","960602"
"12","055","9605.01","960501"
"12","086","119","011900"
"12","086","118","011800"
"12","055","9601.02","960102"
"12","055","9606.01","960601"
"12","097","427.02","042702"
"12","095","145.03","014503"
"12","095","167.28","016728"
"12","086","90.20","009020"
"12","086","90.29","009029"
"12","086","90.31","009031"
"12","086","90.28","009028"
"12","086","93.14","009314"
"12","086","25.02","002502"
"12","086","24.04","002404"
"12","086","24.03","002403"
"12","086","51.02","005102"
"12","029","9900","990000"
"12","021","105.08","010508"
"12","105","106.04","010604"
"12","063","2108","210800"
"12","105","118.34","011834"
"12","105","106.03","010603"
"12","105","112.04","011204"
"12","015","103.02","010302"
"12","015","9900","990000"
"12","063","2104","210400"
"12","063","2107","210700"
"12","063","2106","210600"
"12","063","2101","210100"
"12","063","2102","210200"
"12","071","101.04","010104"
"12","015","303.01","030301"
"12","053","413.02","041302"
"12","053","413.05","041305"
"12","091","9902","990200"
"12","091","233.03","023303"
"12","057","9900","990000"
"12","057","122.12","012212"
"12","057","138.01","013801"
"12","057","61.03","006103"
"12","057","110.13","011013"
"12","057","115.20","011520"
"12","091","233.08","023308"
"12","103","273.21","027321"
"12","103","278.01","027801"
"12","095","170.13","017013"
"12","101","302.03","030203"
"12","101","319.02","031902"
"12","101","302.02","030202"
"12","086","51.04","005104"
"12","086","54.09","005409"
"12","086","27.05","002705"
"12","086","53.03","005303"
"12","086","37.06","003706"
"12","086","37.07","003707"
"12","086","67.05","006705"
"12","086","62.05","006205"
"12","086","62.01","006201"
"12","086","62.06","006206"
"12","086","62.03","006203"
"12","086","54.03","005403"
"12","071","13","001300"
"12","071","15.01","001501"
"12","071","16.01","001601"
"12","071","16.02","001602"
"12","086","54.07","005407"
"12","086","65.03","006503"
"12","086","65.01","006501"
"12","035","602.13","060213"
"12","071","17.01","001701"
"12","071","201.02","020102"
"12","095","148.05","014805"
"12","019","303.04","030304"
"12","019","301.03","030103"
"12","019","303.03","030303"
"12","095","160.01","016001"
"12","083","24.02","002402"
"12","083","24.01","002401"
"12","083","13.01","001301"
"12","083","21","002100"
"12","083","14.01","001401"
"12","083","26.02","002602"
"12","083","6.01","000601"
"12","083","19","001900"
"12","095","143.02","014302"
"12","083","11.02","001102"
"12","005","14.04","001404"
"12","005","8.06","000806"
"12","005","8.05","000805"
"12","005","8.03","000803"
"12","095","148.06","014806"
"12","095","148.10","014810"
"12","005","9900","990000"
"12","061","9900","990000"
"12","057","10.01","001001"
"12","057","117.08","011708"
"12","057","141.21","014121"
"12","057","141.04","014104"
"12","057","9802","980200"
"12","073","25.12","002512"
"12","101","312.06","031206"
"12","101","312.07","031207"
"12","109","208.07","020807"
"12","113","107.08","010708"
"12","117","213.06","021306"
"12","117","211","021100"
"12","117","221.01","022101"
"12","095","145.02","014502"
"12","113","107.07","010707"
"12","073","20.06","002006"
"12","073","13","001300"
"12","073","14.02","001402"
"12","095","148.13","014813"
"12","073","9.04","000904"
"12","086","9810","981000"
"12","095","160.02","016002"
"12","133","9701.02","970102"
"12","133","9701.03","970103"
"12","071","103.06","010306"
"12","071","303","030300"
"12","071","4.01","000401"
"12","095","164.06","016406"
"12","071","204","020400"
"12","071","205.01","020501"
"12","095","149.04","014904"
"12","005","26.04","002604"
"12","005","26.08","002608"
"12","005","24","002400"
"12","071","205.02","020502"
"12","071","206","020600"
"12","095","163.01","016301"
"12","005","23","002300"
"12","057","116.14","011614"
"12","057","9801","980100"
"12","103","248.04","024804"
"12","103","254.17","025417"
"12","103","255.05","025505"
"12","103","261.01","026101"
"12","103","269.12","026912"
"12","103","272.10","027210"
"12","133","9701.04","970104"
"12","103","244.11","024411"
"12","103","245.12","024512"
"12","103","279.05","027905"
"12","103","245.17","024517"
"12","103","254.18","025418"
"12","103","254.19","025419"
"12","103","250.20","025020"
"12","103","245.19","024519"
"12","103","245.18","024518"
"12","103","254.21","025421"
"12","103","273.29","027329"
"12","103","275.04","027504"
"12","103","273.28","027328"
"12","103","260.04","026004"
"12","103","269.17","026917"
"12","103","255.10","025510"
"12","103","253.10","025310"
"12","103","250.21","025021"
"12","103","273.33","027333"
"12","103","273.30","027330"
"12","103","221.02","022102"
"12","103","246.03","024603"
"12","103","235.01","023501"
"12","103","215.02","021502"
"12","133","9703.02","970302"
"12","103","248.05","024805"
"12","113","108.12","010812"
"12","113","9900","990000"
"12","086","41.06","004106"
"12","086","4.11","000411"
"12","086","90.26","009026"
"12","086","1.26","000126"
"12","086","54.10","005410"
"12","095","163.02","016302"
"12","095","164.02","016402"
"12","073","9.05","000905"
"12","073","20.05","002005"
"12","073","21.03","002103"
"12","073","25.13","002513"
"12","073","19.01","001901"
"12","035","602.12","060212"
"12","095","150.02","015002"
"12","095","150.03","015003"
"12","071","4.02","000402"
"12","071","5.02","000502"
"12","001","3.01","000301"
"12","071","207","020700"
"12","086","101.93","010193"
"12","086","101.98","010198"
"12","095","146.05","014605"
"12","095","151.03","015103"
"12","103","273.26","027326"
"12","103","273.27","027327"
"12","103","287","028700"
"12","103","201.08","020108"
"12","103","201.07","020107"
"12","103","202.07","020207"
"12","086","58.05","005805"
"12","086","90.55","009055"
"12","086","90.54","009054"
"12","086","90.63","009063"
"12","086","146.02","014602"
"12","086","6.09","000609"
"12","086","7.17","000717"
"12","086","7.15","000715"
"12","086","93.21","009321"
"12","086","107.08","010708"
"12","086","199.02","019902"
"12","086","90.64","009064"
"12","086","90.61","009061"
"12","086","90.62","009062"
"12","086","36.03","003603"
"12","086","7.18","000718"
"12","086","93.26","009326"
"12","086","93.23","009323"
"12","086","138.01","013801"
"12","086","133.02","013302"
"12","086","9813","981300"
"12","086","150.02","015002"
"12","086","150.01","015001"
"12","086","125.01","012501"
"12","086","90.59","009059"
"12","086","90.49","009049"
"12","095","151.04","015104"
"12","103","251.22","025122"
"12","103","251.23","025123"
"12","103","252.09","025209"
"12","103","253.07","025307"
"12","103","254.13","025413"
"12","103","254.12","025412"
"12","086","73","007300"
"12","086","68.01","006801"
"12","086","67.13","006713"
"12","086","67.06","006706"
"12","086","46.07","004607"
"12","086","46.08","004608"
"12","086","44.04","004404"
"12","095","153","015300"
"12","073","22.06","002206"
"12","073","26.03","002603"
"12","073","20.03","002003"
"12","086","68.02","006802"
"12","086","44.05","004405"
"12","086","42.05","004205"
"12","086","42.06","004206"
"12","086","41.05","004105"
"12","086","41.03","004103"
"12","086","39.22","003922"
"12","086","1.30","000130"
"12","086","90.40","009040"
"12","105","121.26","012126"
"12","105","115.01","011501"
"12","095","146.07","014607"
"12","095","146.06","014606"
"12","105","116.05","011605"
"12","105","116.03","011603"
"12","001","3.02","000302"
"12","001","8.09","000809"
"12","001","15.14","001514"
"12","001","22.20","002220"
"12","001","1108","110800"
"12","001","22.17","002217"
"12","086","49.04","004904"
"12","086","49.03","004903"
"12","086","55.05","005505"
"12","086","57.05","005705"
"12","086","50.04","005004"
"12","086","57.06","005706"
"12","086","90.57","009057"
"12","086","152.01","015201"
"12","086","152.02","015202"
"12","086","57.08","005708"
"12","086","50.03","005003"
"12","095","147.01","014701"
"12","053","401.02","040102"
"12","053","409.10","040910"
"12","053","410.05","041005"
"12","053","401.01","040101"
"12","053","406.02","040602"
"12","053","405.02","040502"
"12","103","268.21","026821"
"12","095","156.01","015601"
"12","103","269.13","026913"
"12","103","272.09","027209"
"12","103","277.01","027701"
"12","103","277.04","027704"
"12","103","278.02","027802"
"12","086","42.04","004204"
"12","086","43.04","004304"
"12","086","39.14","003914"
"12","086","39.21","003921"
"12","086","38.04","003804"
"12","086","38.03","003803"
"12","086","1.28","000128"
"12","086","1.15","000115"
"12","073","24.15","002415"
"12","073","24.16","002416"
"12","095","147.02","014702"
"12","073","25.11","002511"
"12","073","22.05","002205"
"12","086","98.06","009806"
"12","086","90.27","009027"
"12","086","145","014500"
"12","119","9115","911500"
"12","119","9800","980000"
"12","105","123.04","012304"
"12","105","118.36","011836"
"12","071","403.02","040302"
"12","095","147.03","014703"
"12","001","8.06","000806"
"12","001","8.08","000808"
"12","125","9603","960300"
"12","125","9601","960100"
"12","001","15.15","001515"
"12","001","15.17","001517"
"12","001","15.19","001519"
"12","091","203.03","020303"
"12","053","408.02","040802"
"12","053","409.09","040909"
"12","091","203.05","020305"
"12","091","203.04","020304"
"12","091","201.02","020102"
"12","091","206.01","020601"
"12","091","201.01","020101"
"12","091","203.06","020306"
"12","091","207.02","020702"
"12","091","219.02","021902"
"12","091","207.01","020701"
"12","091","206.02","020602"
"12","091","219.01","021901"
"12","053","409.11","040911"
"12","053","405.01","040501"
"12","053","409.08","040908"
"12","053","411.05","041105"
"12","103","280.02","028002"
"12","103","280.04","028004"
"12","086","57.07","005707"
"12","086","198.01","019801"
"12","086","90.65","009065"
"12","086","60.04","006004"
"12","086","105.01","010501"
"12","086","164.01","016401"
"12","086","84.22","008422"
"12","086","84.23","008423"
"12","086","103.03","010303"
"12","086","180.02","018002"
"12","086","180.01","018001"
"12","086","180.03","018003"
"12","086","111.06","011106"
"12","086","112.04","011204"
"12","086","108.05","010805"
"12","086","108.06","010806"
"12","086","107.05","010705"
"12","086","112.03","011203"
"12","086","107.10","010710"
"12","086","107.06","010706"
"12","086","112.05","011205"
"12","086","113.02","011302"
"12","086","114.05","011405"
"12","086","114.06","011406"
"12","086","114.07","011407"
"12","086","112.06","011206"
"12","086","198.02","019802"
"12","086","108.03","010803"
"12","086","108.04","010804"
"12","086","105.02","010502"
"12","086","102.13","010213"
"12","095","164.08","016408"
"12","086","2.25","000225"
"12","086","106.10","010610"
"12","086","106.13","010613"
"12","086","67.21","006721"
"12","086","2.24","000224"
"12","086","12.08","001208"
"12","086","12.07","001207"
"12","086","2.28","000228"
"12","086","2.23","000223"
"12","086","3.10","000310"
"12","086","3.09","000309"
"12","086","3.12","000312"
"12","086","27.08","002708"
"12","095","156.02","015602"
"12","086","82.09","008209"
"12","086","106.09","010609"
"12","073","14.01","001401"
"12","073","9.03","000903"
"12","086","76.05","007605"
"12","086","77.04","007704"
"12","086","78.07","007807"
"12","086","77.05","007705"
"12","117","214.03","021403"
"12","117","221.04","022104"
"12","117","217.05","021705"
"12","117","222.06","022206"
"12","117","210","021000"
"12","117","218.02","021802"
"12","117","208.03","020803"
"12","117","216.09","021609"
"12","117","222.05","022205"
"12","117","213.07","021307"
"12","117","214.04","021404"
"12","086","79.01","007901"
"12","086","70.05","007005"
"12","086","42.07","004207"
"12","086","42.08","004208"
"12","086","37.09","003709"
"12","086","66.08","006608"
"12","086","76.08","007608"
"12","086","74.02","007402"
"12","086","2.21","000221"
"12","086","2.22","000222"
"12","086","2.26","000226"
"12","086","53.06","005306"
"12","086","98.09","009809"
"12","086","98.11","009811"
"12","086","98.12","009812"
"12","086","98.10","009810"
"12","086","96.01","009601"
"12","086","96.02","009602"
"12","086","1.42","000142"
"12","086","1.41","000141"
"12","086","66.07","006607"
"12","086","95.05","009505"
"12","086","2.27","000227"
"12","086","4.15","000415"
"12","086","10.07","001007"
"12","086","10.08","001008"
"12","086","74.03","007403"
"12","086","66.04","006604"
"12","086","95.06","009506"
"12","086","1.43","000143"
"12","086","67.16","006716"
"12","086","94.02","009402"
"12","086","100.21","010021"
"12","086","4.17","000417"
"12","086","5.06","000506"
"12","086","5.07","000507"
"12","086","93.25","009325"
"12","086","128.02","012802"
"12","086","93.17","009317"
"12","086","100.25","010025"
"12","086","100.23","010023"
"12","086","100.24","010024"
"12","086","93.20","009320"
"12","086","4.18","000418"
"12","086","121.04","012104"
"12","086","117.01","011701"
"12","086","123.01","012301"
"12","086","124.01","012401"
"12","086","99.09","009909"
"12","086","99.08","009908"
"12","086","124.02","012402"
"12","086","117.02","011702"
"12","086","126.01","012601"
"12","086","126.02","012602"
"12","086","132.02","013202"
"12","117","212.01","021201"
"12","086","12.09","001209"
"12","086","67.17","006717"
"12","086","67.19","006719"
"12","086","1.44","000144"
"12","086","66.03","006603"
"12","086","6.11","000611"
"12","086","9.06","000906"
"12","086","9.04","000904"
"12","086","9.08","000908"
"12","086","4.16","000416"
"12","086","9.05","000905"
"12","086","116.02","011602"
"12","086","127.01","012701"
"12","086","4.20","000420"
"12","086","4.19","000419"
"12","086","5.08","000508"
"12","086","9.07","000907"
"12","086","5.09","000509"
"12","086","100.19","010019"
"12","086","100.20","010020"
"12","086","120.01","012001"
"12","086","121.02","012102"
"12","086","121.03","012103"
"12","086","120.02","012002"
"12","086","116.01","011601"
"12","086","100.22","010022"
"12","086","100.18","010018"
"12","095","158.01","015801"
"12","095","158.02","015802"
"12","095","159.01","015901"
"12","095","157.01","015701"
"12","105","119.13","011913"
"12","105","119.09","011909"
"12","105","119.11","011911"
"12","105","119.10","011910"
"12","105","122.03","012203"
"12","071","17.05","001705"
"12","071","18.01","001801"
"12","071","18.02","001802"
"12","071","403.03","040303"
"12","001","18.11","001811"
"12","001","18.13","001813"
"12","071","403.04","040304"
"12","071","403.05","040305"
"12","019","308.01","030801"
"12","001","22.18","002218"
"12","001","22.19","002219"
"12","017","4515.01","451501"
"12","017","4511.01","451101"
"12","053","411.03","041103"
"12","053","409.06","040906"
"12","019","306","030600"
"12","053","409.07","040907"
"12","053","410.03","041003"
"12","069","303.05","030305"
"12","069","308.03","030803"
"12","031","123","012300"
"12","031","29.01","002901"
"12","031","151","015100"
"12","031","135.04","013504"
"12","069","302.09","030209"
"12","086","82.07","008207"
"12","086","71.04","007104"
"12","086","67.07","006707"
"12","086","67.14","006714"
"12","086","44.06","004406"
"12","086","43.01","004301"
"12","086","39.15","003915"
"12","086","39.13","003913"
"12","086","12.06","001206"
"12","086","1.20","000120"
"12","086","192","019200"
"12","086","84.16","008416"
"12","086","84.19","008419"
"12","086","202","020200"
"12","086","201","020100"
"12","086","102.09","010209"
"12","086","9802","980200"
"12","117","202.02","020202"
"12","117","203.01","020301"
"12","117","203.02","020302"
"12","117","204.01","020401"
"12","117","204.02","020402"
"12","095","143.01","014301"
"12","105","121.27","012127"
"12","105","121.24","012124"
"12","105","121.25","012125"
"12","095","167.09","016709"
"12","017","4502.02","450202"
"12","017","4502.01","450201"
"12","017","4506.01","450601"
"12","017","4509.02","450902"
"12","053","410.04","041004"
"12","091","221","022100"
"12","091","223","022300"
"12","091","224","022400"
"12","053","415.01","041501"
"12","053","412.03","041203"
"12","053","413.04","041304"
"12","069","302.08","030208"
"12","069","304.10","030410"
"12","069","302.04","030204"
"12","029","9701.01","970101"
"12","083","25.04","002504"
"12","083","25.03","002503"
"12","083","12.04","001204"
"12","083","11.03","001103"
"12","083","10.03","001003"
"12","086","1.24","000124"
"12","086","2.18","000218"
"12","086","2.12","000212"
"12","086","1.25","000125"
"12","086","1.23","000123"
"12","086","1.40","000140"
"12","086","1.29","000129"
"12","086","182","018200"
"12","086","184","018400"
"12","086","172","017200"
"12","086","87.02","008702"
"12","086","153","015300"
"12","086","166","016600"
"12","086","90.22","009022"
"12","031","152","015200"
"12","031","103.01","010301"
"12","117","221.05","022105"
"12","031","141.01","014101"
"12","117","220.02","022002"
"12","117","207.03","020703"
"12","105","123.03","012303"
"12","105","124.05","012405"
"12","105","125.06","012506"
"12","105","140.03","014003"
"12","119","9110","911000"
"12","053","403.01","040301"
"12","053","408.01","040801"
"12","053","410.06","041006"
"12","053","411.04","041104"
"12","053","412.04","041204"
"12","053","407.02","040702"
"12","107","9501","950100"
"12","107","9506","950600"
"12","083","10.08","001008"
"12","083","9800","980000"
"12","083","4.01","000401"
"12","071","601.01","060101"
"12","071","15.02","001502"
"12","071","503.05","050305"
"12","071","403.08","040308"
"12","071","19.03","001903"
"12","071","19.08","001908"
"12","083","9801","980100"
"12","097","433.01","043301"
"12","097","409.01","040901"
"12","097","432.03","043203"
"12","097","427.01","042701"
"12","086","196","019600"
"12","086","83.09","008309"
"12","031","6","000600"
"12","031","10","001000"
"12","031","11","001100"
"12","031","7","000700"
"12","031","8","000800"
"12","071","7","000700"
"12","071","901","090100"
"12","086","82.05","008205"
"12","086","82.06","008206"
"12","086","78.05","007805"
"12","086","100.12","010012"
"12","086","100.13","010013"
"12","086","100.16","010016"
"12","086","100.15","010015"
"12","086","187","018700"
"12","086","181","018100"
"12","086","176","017600"
"12","086","175","017500"
"12","086","178","017800"
"12","117","205","020500"
"12","059","9603","960300"
"12","059","9601","960100"
"12","086","167","016700"
"12","086","185","018500"
"12","086","177","017700"
"12","117","207.04","020704"
"12","117","207.05","020705"
"12","095","167.16","016716"
"12","105","158.01","015801"
"12","105","119.08","011908"
"12","105","105.01","010501"
"12","105","104.01","010401"
"12","105","121.28","012128"
"12","095","167.10","016710"
"12","107","9508","950800"
"12","107","9513","951300"
"12","011","1002.03","100203"
"12","011","1001.06","100106"
"12","011","1003.01","100301"
"12","011","1003.02","100302"
"12","011","1001.08","100108"
"12","011","901.03","090103"
"12","011","1001.07","100107"
"12","011","106.13","010613"
"12","071","503.06","050306"
"12","103","202.08","020208"
"12","103","244.09","024409"
"12","103","244.10","024410"
"12","097","432.05","043205"
"12","086","2.16","000216"
"12","086","2.13","000213"
"12","086","97.06","009706"
"12","011","405.05","040505"
"12","011","703.26","070326"
"12","011","801.05","080105"
"12","011","425.01","042501"
"12","011","918.04","091804"
"12","011","903.03","090303"
"12","011","801.04","080104"
"12","011","703.29","070329"
"12","011","1103.49","110349"
"12","011","1103.53","110353"
"12","011","102.01","010201"
"12","011","1103.46","110346"
"12","011","1008.04","100804"
"12","011","1103.57","110357"
"12","011","1103.63","110363"
"12","011","1103.52","110352"
"12","011","1103.48","110348"
"12","011","901.04","090104"
"12","071","5.03","000503"
"12","011","1103.67","110367"
"12","011","102.02","010202"
"12","011","416.01","041601"
"12","011","426.02","042602"
"12","011","426.01","042601"
"12","011","425.02","042502"
"12","011","1103.66","110366"
"12","011","1008.03","100803"
"12","086","97.04","009704"
"12","086","98.03","009803"
"12","086","2.11","000211"
"12","011","1103.45","110345"
"12","011","503.14","050314"
"12","011","204.20","020420"
"12","011","601.30","060130"
"12","011","703.28","070328"
"12","011","602.15","060215"
"12","011","1002.04","100204"
"12","011","405.06","040506"
"12","011","1103.58","110358"
"12","011","1103.59","110359"
"12","011","1103.61","110361"
"12","011","1103.65","110365"
"12","011","416.02","041602"
"12","011","604.04","060404"
"12","011","306.02","030602"
"12","011","306.01","030601"
"12","011","308.06","030806"
"12","011","601.29","060129"
"12","011","308.05","030805"
"12","011","308.04","030804"
"12","011","916.01","091601"
"12","011","916.02","091602"
"12","011","918.03","091803"
"12","011","919.03","091903"
"12","011","919.04","091904"
"12","011","106.14","010614"
"12","011","1103.55","110355"
"12","011","503.13","050313"
"12","011","701.03","070103"
"12","011","701.04","070104"
"12","011","604.05","060405"
"12","011","308.03","030803"
"12","071","103.07","010307"
"12","086","110.08","011008"
"12","086","110.09","011009"
"12","086","25.01","002501"
"12","086","44.03","004403"
"12","071","104.04","010404"
"12","071","103.05","010305"
"12","085","1","000100"
"12","085","3","000300"
"12","085","4","000400"
"12","031","2","000200"
"12","031","3","000300"
"12","085","5.01","000501"
"12","105","119.12","011912"
"12","105","164","016400"
"12","105","151.02","015102"
"12","095","167.17","016717"
"12","001","7","000700"
"12","095","167.14","016714"
"12","119","9108","910800"
"12","119","9106.02","910602"
"12","119","9117.02","911702"
"12","119","9101","910100"
"12","119","9113.01","911301"
"12","071","601.02","060102"
"12","071","6","000600"
"12","021","102.05","010205"
"12","021","104.01","010401"
"12","071","9","000900"
"12","071","8","000800"
"12","071","105.01","010501"
"12","117","201.01","020101"
"12","001","9.01","000901"
"12","001","9.02","000902"
"12","021","106.01","010601"
"12","021","106.04","010604"
"12","113","108.09","010809"
"12","113","105.04","010504"
"12","113","105.03","010503"
"12","113","108.13","010813"
"12","113","108.08","010808"
"12","113","108.14","010814"
"12","021","104.08","010408"
"12","001","11","001100"
"12","047","9603","960300"
"12","027","102","010200"
"12","031","107","010700"
"12","031","108","010800"
"12","027","103.01","010301"
"12","027","103.02","010302"
"12","027","104.03","010403"
"12","027","104.04","010404"
"12","027","104.06","010406"
"12","027","101.02","010102"
"12","095","135.11","013511"
"12","095","179.01","017901"
"12","095","181","018100"
"12","095","184","018400"
"12","095","185","018500"
"12","031","109","010900"
"12","031","110","011000"
"12","031","168.03","016803"
"12","031","168.04","016804"
"12","127","808.03","080803"
"12","127","910.05","091005"
"12","127","906","090600"
"12","127","901.02","090102"
"12","127","808.05","080805"
"12","127","902.02","090202"
"12","127","827.04","082704"
"12","127","901.01","090101"
"12","127","907.01","090701"
"12","009","628","062800"
"12","127","830.03","083003"
"12","127","824.10","082410"
"12","009","604","060400"
"12","031","111","011100"
"12","031","112","011200"
"12","031","113","011300"
"12","031","114","011400"
"12","031","115","011500"
"12","031","116","011600"
"12","031","118","011800"
"12","031","119.01","011901"
"12","031","119.03","011903"
"12","031","121","012100"
"12","031","124","012400"
"12","031","125","012500"
"12","031","126.01","012601"
"12","009","626","062600"
"12","069","303.08","030308"
"12","009","629","062900"
"12","009","631.02","063102"
"12","031","126.02","012602"
"12","031","127.02","012702"
"12","031","128","012800"
"12","031","129","012900"
"12","009","643.01","064301"
"12","009","643.02","064302"
"12","031","130","013000"
"12","031","131","013100"
"12","031","132","013200"
"12","009","630","063000"
"12","009","644","064400"
"12","009","645","064500"
"12","031","13","001300"
"12","031","15","001500"
"12","031","16","001600"
"12","031","12","001200"
"12","031","134.02","013402"
"12","031","135.22","013522"
"12","009","648","064800"
"12","009","649.01","064901"
"12","009","649.02","064902"
"12","009","650.01","065001"
"12","031","22","002200"
"12","031","23","002300"
"12","031","137.23","013723"
"12","031","138","013800"
"12","031","139.01","013901"
"12","031","139.02","013902"
"12","015","203.03","020303"
"12","009","650.22","065022"
"12","031","139.04","013904"
"12","031","143.11","014311"
"12","069","311.03","031103"
"12","069","303.02","030302"
"12","069","301.02","030102"
"12","069","302.03","030203"
"12","069","313.01","031301"
"12","009","651.23","065123"
"12","009","652.01","065201"
"12","009","652.02","065202"
"12","009","661.01","066101"
"12","069","301.08","030108"
"12","069","304.05","030405"
"12","069","301.06","030106"
"12","069","302.06","030206"
"12","031","143.28","014328"
"12","053","404","040400"
"12","069","306.01","030601"
"12","069","306.02","030602"
"12","069","307.01","030701"
"12","009","663.01","066301"
"12","009","663.02","066302"
"12","009","664","066400"
"12","009","665","066500"
"12","037","9703.02","970302"
"12","015","208","020800"
"12","031","145","014500"
"12","069","307.02","030702"
"12","009","667","066700"
"12","009","669","066900"
"12","099","9901","990100"
"12","069","303.06","030306"
"12","031","147.02","014702"
"12","031","148","014800"
"12","031","149.01","014901"
"12","031","149.02","014902"
"12","031","150.01","015001"
"12","031","150.02","015002"
"12","031","153","015300"
"12","031","154","015400"
"12","069","312.02","031202"
"12","009","684","068400"
"12","009","686.01","068601"
"12","009","691","069100"
"12","009","692","069200"
"12","031","156","015600"
"12","009","694","069400"
"12","009","697","069700"
"12","009","698.01","069801"
"12","031","159.22","015922"
"12","031","163","016300"
"12","031","164","016400"
"12","009","693","069300"
"12","009","605","060500"
"12","009","606","060600"
"12","009","662","066200"
"12","009","652.31","065231"
"12","009","698.02","069802"
"12","031","24","002400"
"12","031","26","002600"
"12","031","27.01","002701"
"12","031","27.02","002702"
"12","031","165","016500"
"12","031","167.11","016711"
"12","009","625","062500"
"12","009","668","066800"
"12","009","611","061100"
"12","031","28.01","002801"
"12","031","28.02","002802"
"12","031","29.02","002902"
"12","031","102.02","010202"
"12","031","168.01","016801"
"12","049","9702.02","970202"
"12","049","9702.01","970201"
"12","009","641.02","064102"
"12","073","25.09","002509"
"12","073","26.06","002606"
"12","073","25.07","002507"
"12","073","26.04","002604"
"12","073","26.05","002605"
"12","073","19.02","001902"
"12","073","22.08","002208"
"12","073","24.11","002411"
"12","073","27.02","002702"
"12","073","27.01","002701"
"12","073","24.13","002413"
"12","073","24.14","002414"
"12","073","22.07","002207"
"12","035","601.04","060104"
"12","035","602.07","060207"
"12","035","603.01","060301"
"12","035","601.05","060105"
"12","035","602.14","060214"
"12","097","426.01","042601"
"12","097","408.01","040801"
"12","009","641.27","064127"
"12","009","641.28","064128"
"12","009","612.01","061201"
"12","009","631.04","063104"
"12","009","646.01","064601"
"12","009","661.04","066104"
"12","009","652.36","065236"
"12","009","9800","980000"
"12","009","711","071100"
"12","009","681.02","068102"
"12","015","102","010200"
"12","015","207","020700"
"12","005","13.02","001302"
"12","005","8.04","000804"
"12","005","14.03","001403"
"12","005","2.01","000201"
"12","015","203.01","020301"
"12","015","209","020900"
"12","015","101","010100"
"12","015","203.02","020302"
"12","099","9805","980500"
"12","101","317.03","031703"
"12","101","317.06","031706"
"12","101","317.04","031704"
"12","101","317.05","031705"
"12","101","327","032700"
"12","127","824.14","082414"
"12","127","908.04","090804"
"12","127","910.23","091023"
"12","127","832.07","083207"
"12","127","832.09","083209"
"12","127","802.01","080201"
"12","033","32.04","003204"
"12","101","326.01","032601"
"12","101","312.08","031208"
"12","101","316.02","031602"
"12","101","319.01","031901"
"12","101","319.03","031903"
"12","101","320.11","032011"
"12","057","134.10","013410"
"12","057","133.10","013310"
"12","057","134.11","013411"
"12","057","134.12","013412"
"12","101","318.05","031805"
"12","101","318.06","031806"
"12","101","318.09","031809"
"12","101","320.08","032008"
"12","127","827.01","082701"
"12","127","824.15","082415"
"12","127","826.06","082606"
"12","127","909.03","090903"
"12","101","320.12","032012"
"12","101","301.01","030101"
"12","101","310.09","031009"
"12","101","321.06","032106"
"12","101","321.11","032111"
"12","057","134.13","013413"
"12","057","139.18","013918"
"12","057","138.07","013807"
"12","057","134.14","013414"
"12","057","139.23","013923"
"12","057","141.18","014118"
"12","101","320.13","032013"
"12","101","320.14","032014"
"12","101","320.05","032005"
"12","101","321.10","032110"
"12","101","321.12","032112"
"12","091","233.04","023304"
"12","101","321.13","032113"
"12","101","329.02","032902"
"12","057","141.17","014117"
"12","057","138.02","013802"
"12","057","140.07","014007"
"12","057","141.22","014122"
"12","057","140.11","014011"
"12","057","140.10","014010"
"12","057","140.09","014009"
"12","057","140.14","014014"
"12","101","321.04","032104"
"12","101","328.02","032802"
"12","101","328.04","032804"
"12","101","329.01","032901"
"12","033","35.10","003510"
"12","033","33.10","003310"
"12","033","33.11","003311"
"12","033","30.02","003002"
"12","033","26.07","002607"
"12","033","35.11","003511"
"12","033","8.02","000802"
"12","033","26.06","002606"
"12","033","8.01","000801"
"12","033","30.01","003001"
"12","033","35.12","003512"
"12","033","35.09","003509"
"12","033","33.13","003313"
"12","033","33.12","003312"
"12","033","15","001500"
"12","033","19","001900"
"12","033","26.04","002604"
