Rank,Name,Store ID,Total Visits,lat,lng
1,"HomeGoods / 5215 US-280, Birmingham, AL, United States",415,403453,33.42006286,-86.68573381
2,"HomeGoods / 1660 Montgomery Hwy, Hoover, AL, United States",231,396697,33.39283881,-86.8078986
3,"HomeGoods / 2600 McFarland Blvd E, Tuscaloosa, AL, United States",1034,393842,33.18501388,-87.52761229
4,"HomeGoods / 3080 Ross Clark Circle, Dothan, AL, United States",853,368202,31.22710584,-85.43081099
5,"HomeGoods / 1310 Tingle Circle East, Suite F, Mobile, AL, United States",688,319823,30.65240475,-88.11551895
6,"HomeGoods / 5479 Patrick Way, Birmingham, AL, United States",761,266300,33.61003818,-86.62374802
7,"HomeGoods / 5850 University Drive NW, Suite A, Huntsville, AL, United States",568,200023,34.74181903,-86.66475598
1,"HomeGoods / 8140 Glades Rd, Boca Raton, FL, United States",185.0,569734,26.36580292,-80.17252744
2,"HomeGoods / 2314 Remi Dr, Melbourne, FL, United States",655.0,522058,28.23777963,-80.72697222
3,"HomeGoods / 2490 66th St N, Saint Petersburg, FL, United States",363.0,489856,27.79487277,-82.72993464
4,"HomeGoods / Belair Lane, Naples, Florida, United States",136.0,485955,26.19937225,-81.80254251
5,"HomeGoods / 2567 Countryside Blvd Ste 4, Clearwater, FL, United States",322.0,477152,28.01412693,-82.73205985
6,"HomeGoods / 9041 Southside Blvd Ste 140, Jacksonville, FL, United States",189.0,463562,30.19231757,-81.54927783
7,"HomeGoods / 4414 Sw College Rd, Ocala, FL, United States",171.0,461838,29.14093156,-82.1923159
8,"HomeGoods / 1350 Linton Blvd, Delray Beach, FL, United States",367.0,455531,26.43845946,-80.0875143
9,"HomeGoods / 11251 Pines Blvd, Pembroke Pines, FL, United States",194.0,453034,26.00951958,-80.29762476
10,"HomeGoods / 2301 Del Prado Blvd S, Cape Coral, FL, United States",429.0,445372,26.61141935,-81.93928049
11,"HomeGoods / State Avenue, Lynn Haven, Florida, United States",65.0,436436,30.18752975,-85.66929318
12,"HomeGoods / I 75, Florida, United States",674.0,432976,27.39095759,-82.45131561
13,"HomeGoods / 3320 NW 62 Ave, Margate, FL, United States",428.0,428685,26.27045514,-80.2048016
14,"HomeGoods / 1945 W Lumsden Rd, Brandon, FL, United States",421.0,413292,27.92150533,-82.31622451
15,"HomeGoods / 2339 SE Federal Hwy, Stuart, FL, United States",129.0,412995,27.17784963,-80.23397274
16,"HomeGoods / 17641 N Dale Mabry Hwy, Lutz, FL, United States",394.0,396596,28.12517003,-82.50067145
17,"HomeGoods / 4405 Northlake Blvd, Palm Beach Gardens, FL, United States",319.0,395674,26.81035612,-80.10442322
18,"HomeGoods / 25557 Sierra Center Blvd, Lutz, FL, United States",860.0,393463,28.19575308,-82.39523618
19,"HomeGoods / 4747 South Florida Avenue, Lakeland, FL, United States",1056.0,374706,27.97878626,-81.96002689
20,"HomeGoods / 1425 Tuskawilla Road, Winter Springs, FL, United States",1003.0,349056,28.64519247,-81.26554995
21,"HomeGoods / 12670 W Sunrise Blvd, Sunrise, FL, United States",358.0,348545,26.1436978,-80.31846758
22,"HomeGoods / Miramar Parkway, Florida, United States",687.0,343936,25.98144866,-80.35700351
23,"HomeGoods / Tamiami Trail, Murdock, Florida, United States",820.0,342255,27.00886746,-82.13459966
24,"HomeGoods / Oakwood Boulevard, Florida, United States",202.0,339994,26.04303387,-80.159139
25,"HomeGoods / Lakes Avenue, Florida, United States",174.0,339711,26.54326572,-81.87256439
27,"HomeGoods / 2150 3rd St S, Jacksonville Beach, FL, United States",475.0,338604,30.26986432,-81.39007952
28,"HomeGoods / 1400 Village Square Blvd, Tallahassee, FL, United States",556.0,335144,30.51274856,-84.24940791
29,"HomeGoods / 1191 Posner Blvd, Davenport, FL, United States",1032.0,329864,28.22413088,-81.64240978
30,"HomeGoods / Fort Myers, FL, United States",594.0,324403,26.48350393,-81.78857966
31,"HomeGoods / 965 W State Rd 436, Altamonte Springs, FL, United States",388.0,318395,28.66604187,-81.42310081
32,"HomeGoods / 7937  113TH ST N, Seminole, FL, United States",750.0,315668,27.84483595,-82.79276146
33,"HomeGoods / 3748B Bee Ridge Rd, Sarasota, FL, United States",190.0,315346,27.2974095,-82.49483224
34,"HomeGoods / 13199 Cortez Boulevard, Brooksville, FL, United States",1067.0,312041,28.53574365,-82.50738891
35,"HomeGoods / Kelly Plantation Drive, Florida, United States",608.0,308755,30.38946502,-86.43853555
36,"HomeGoods / 3401-118 N Miami Ave, Miami, FL, United States",504.0,301033,25.80854892,-80.19409305
37,"HomeGoods / Northwest Sun Terrace Circle, Port St. Lucie, Florida, United States",685.0,287583,27.31814121,-80.38932411
38,"HomeGoods / FL 54, Trinity, Florida, United States",1024.0,283091,28.20429473,-82.66904311
39,"HomeGoods / 7711 Dr. MLK Jr. Street North, St. Petersburg, FL, United States",1030.0,277716,27.84340964,-82.64425415
40,"HomeGoods / Norfolk Drive, Florida, United States",828.0,257867,28.03892629,-80.6652918
