Ranked Venues - Marshalls / Florida - Total - Sep 01, 2021 - Aug 31,2022,,,
,,,,,
Rank,Name,Store ID,Total Visits,lat,lng
1,"Marshalls / 11031 Southern Blvd, Royal Palm Beach, FL, United States",425,819819,26.6834479,-80.22362638
2,"Marshalls / 5505 S Williamson Blvd, Port Orange, FL, United States",1077,754601,29.11130473,-81.03616413
3,"Marshalls / 5915 20th St, Vero Beach, FL, United States",1062,702859,27.63733172,-80.44914495
4,"Marshalls / 3349 Daniels Rd, Winter Garden, FL, United States",1018,650072,28.52103765,-81.58389624
5,"Marshalls / 1700 W 49th St, Ste 3, Hialeah, FL, United States",146,622791,25.86463408,-80.31606456
6,"Marshalls / 1795 US Highway 1 S, Saint Augustine, FL, United States",194,599968,29.86862798,-81.32534911
7,"Marshalls / 11865 SW 26th St, Miami, FL, United States",320,562742,25.74786693,-80.38838071
8,"Marshalls / 731 Centerview Blvd, Kissimmee, FL, United States",1278,559928,28.34226274,-81.41032988
9,"Marshalls / 3615 S Florida Ave, Lakeland, FL, United States",329,559641,27.99839165,-81.96058114
10,"Marshalls / 2948 Little Rd, Trinity, FL, United States",465,555623,28.20242974,-82.66406799
11,"Marshalls / 3661 W Waters Ave, Tampa, FL, United States",285,552525,28.02853219,-82.50300763
12,"Marshalls / 12801 W Sunrise Blvd, Sunrise, FL, United States",486,548214,26.14945018,-80.32563391
13,"Marshalls / 1800 3Rd St S, Jacksonville Beach, FL, United States",408,541376,30.27075293,-81.39014639
14,"Marshalls / 3965 Plaza Blvd, Ste 40, Gainesville, FL, United States",1328,527287,29.62730729,-82.38218874
15,"Marshalls / 7143 Coastal Blvd, Brooksville, FL, United States",1010,502202,28.53635626,-82.50622751
16,"Marshalls / 14093 SW 88 St., Miami, FL, United States",372,483807,25.6861927,-80.42254009
17,"Marshalls / 2458 W Brandon Blvd, Brandon, FL, United States",284,482310,27.94261139,-82.32225189
18,"Marshalls / 16800 Collins Ave, Sunny Isles Beach, FL, United States",651,481957,25.93155015,-80.12302813
19,"Marshalls / 501 N Orlando Ave, Winter Park, FL, United States",1332,473033,28.60393079,-81.36809838
20,"Marshalls / Woodbridge Drive, The Villages, Florida, United States",1293,466065,28.93027812,-82.01828307
21,"Marshalls / 105 N US Highway 1, Tequesta, FL, United States",1269,458671,26.96015233,-80.08295057
22,"Marshalls / 15611 Sea Turtle Dr, Panama City Beach, FL, United States",1113,454293,30.22129622,-85.8701446
23,"Marshalls / 13120 US Highway 301 S, Ste 101, Riverview, FL, United States",1202,453903,27.79620131,-82.33245096
24,"Marshalls / 8467 Cooper Creek Blvd, University Park, FL, United States",264,436709,27.39169372,-82.45327833
25,"Marshalls / 1321 Bruce B Downs Road, Wesley Chapel, FL, United States",464,435297,28.17546464,-82.35555788
26,"Marshalls / 1724 US Highway 27 N, Sebring, FL, United States",1019,429195,27.49891405,-81.485903
27,"Marshalls / 1564 Governor'S Square Blvd, Tallahassee, FL, United States",805,427271,30.44015803,-84.25826912
28,"Marshalls / 3401 North Miami Avenue, Miami, Florida, United States",392,424338,25.80987875,-80.19355365
29,"Marshalls / 10017 Gulf Center Dr, Fort Myers, FL, United States",1003,423864,26.48581527,-81.78940397
30,"Marshalls / Tampa Road, Florida, United States",1042,417388,28.05040396,-82.69797409
31,"Marshalls / 1401 S Federal Highway, Pompano Beach, FL, United States",167,415341,26.21278703,-80.10717035
32,"Marshalls / 1099 N Homestead Blvd, Homestead, FL, United States",816,414816,25.48042614,-80.46169303
33,"Marshalls / 4477 Commons Dr W, Destin, FL, United States",509,406771,30.38944671,-86.43912186
34,"Marshalls / 2115 Tamiami Trl N, Naples, FL, United States",176,406080,26.17261584,-81.80103344
35,"Marshalls / 2475 NW Federal Highway, Jensen Beach, FL, United States",350,403317,27.23554687,-80.26661916
36,"Marshalls / 3852 W Hillsboro Blvd, Deerfield Beach, FL, United States",325,396312,26.31571519,-80.15697515
37,"Marshalls / 2550 PGA Blvd, Palm Beach Gardens, FL, United States",653,395690,26.84377179,-80.0737879
38,"Marshalls / 4414 SW College Rd S810, Ocala, FL, United States",1471,394080,29.13878799,-82.19278881
39,"Marshalls / 4995 S Cleveland Ave, Fort Myers, FL, United States",168,393505,26.58642025,-81.86958965
40,"Marshalls / 4648 Millenia Plaza Way, Orlando, FL, United States",511,392484,28.49535372,-81.43035435
41,"Marshalls / 18700 Veterans Blvd, Port Charlotte, FL, United States",745,376088,27.01499547,-82.14422047
42,"Marshalls / 205 Palm Bay Rd NE, West Melbourne, FL, United States",232,375449,28.03888338,-80.66485967
43,"Marshalls / Immokalee Road, Vanderbilt Beach, Florida, United States",796,374136,26.27086874,-81.79847013
44,"Marshalls / 8180 Glades Rd, Boca Raton, FL, United States",473,367379,26.36594881,-80.1735641
45,"Marshalls / 3701 Oakwood Blvd, Hollywood, FL, United States",541,363170,26.04343239,-80.15896058
46,"Marshalls / 363 N Congress Ave Bay 103, Boynton Beach, FL, United States",340,360793,26.52946565,-80.09281893
47,"Marshalls / 14964 Max Leggett Pkwy, Ste 200, Jacksonville, FL, United States",1132,360382,30.48249025,-81.6407356
48,"Marshalls / Wiles Road, Florida, United States",1169,358726,26.28817959,-80.24929148
49,"Marshalls / 2175 E Semoran Blvd, Apopka, FL, United States",1059,358512,28.67530247,-81.4710751
50,"Marshalls / Lake Street, Florida, United States",1428,356655,28.39222915,-81.48445473
51,"Marshalls / 357 Royals Way, Florida, United States",1463,356560,28.22398965,-81.64276718
52,"Marshalls / 6589 South Tamiami Trail, Sarasota, FL, United States",108,350911,27.26052384,-82.51795607
