"","Brand","Store.Number","Street.Address","City","State.Province","Postcode","Longitude","Latitude"
"328","Starbucks","8306-5464","9709-101 NW 41st Street, Bay 29a-b","Miami","FL","331782943",-80.35,25.81
"329","Starbucks","19197-137144","1400 NW 12th Ave","MIami","FL","331361003",-80.22,25.79
"330","Starbucks","13824-104866","2937 Biscayne Blvd","Miami","FL","33137",-80.19,25.81
"331","Starbucks","13940-107642","5711 NW 7th St","Miami","FL","331263105",-80.29,25.78
"332","Starbucks","10901-102594","14401 SW 42nd Street","Miami","FL","331757818",-80.43,25.73
"333","Starbucks","20628-195824","7800 SW 104th St, Sunset Park Plaza","Miami","FL","33138",-80.19,25.87
"334","Starbucks","8267-1604","8660 SW 72nd Street","Miami","FL","331433734",-80.33,25.7
"335","Starbucks","8520-64961","7575 SW 88th Street","Miami","FL","331733562",-80.31,25.69
"336","Starbucks","17121-177164","2100 NW 42nd Ave","Miami","FL","33126",-80.26,25.79
"337","Starbucks","8238-998","6603 South Dixie Hwy","Miami","FL","331437919",-80.3,25.69
"338","Starbucks","47494-250731","901 NW 17th Street","MIAMI","FL","33136",-80.21,25.79
"339","Starbucks","8866-95192","17760 NW 57th Ave","Miami","FL","330155118",-80.29,25.93
"340","Starbucks","21306-157131","11212 SW 11th St","Miami","FL","33199",-80.38,25.76
"341","Starbucks","8419-1671","11401 NW 12th St, Unit E-194, Miami International Mall","Miami","FL","331726904",-80.38,25.79
"342","Starbucks","19579-196225","1455 NW 107th Avenue","Miami","FL","33172",-80.37,25.79
"343","Starbucks","76722-98118","3111 N Miami Ave","Miami","FL","331273717",-80.19,25.81
"344","Starbucks","75786-96371","4200 NW 21st Street","Miami","FL","331281984",-80.26,25.77
"345","Starbucks","29828-247324","1080 Brickell  Ave.","Miami","FL","33130",-80.19,25.76
"346","Starbucks","8499-61300","47 West Flagler Street, The Falls","Miami","FL","331301702",-80.19,25.77
"347","Starbucks","13736-107277","2645 SW 22nd St.","Miami","FL","33145",-80.24,25.75
"348","Starbucks","21216-183784","827 West 41st Street, Unit #2","Miami Beach","FL","33140",-80.13,25.81
"349","Starbucks","8543-54279","959 West Avenue","Miami Beach","FL","331395201",-80.14,25.78
"350","Starbucks","75553-64359","161 Ocean Dr","Miami Beach","FL","331397212",-80.13,25.77
"351","Starbucks","8557-72544","416 Lincoln Rd.","Miami Beach","FL","331393003",-80.13,25.79
"352","Starbucks","8242-629","1570 Alton Road, Suite A","Miami Beach","FL","331393344",-80.14,25.79
"353","Starbucks","10869-101766","1201 Washington Ave","Miami Beach","FL","331394613",-80.13,25.78
"354","Starbucks","76450-97602","14075 Biscayne Blvd","Miami Beach","FL","331811629",-80.16,25.91
"355","Starbucks","13007-96665","601 Lincoln Rd","Miami Beach","FL","331392915",-80.13,25.79
"356","Starbucks","8251-1325","749 Lincoln Road","Miami Beach","FL","331392813",-80.14,25.79
"357","Starbucks","76889-97603","5601 NW 183rd St","Miami Gardens","FL","330552305",-80.29,25.94
"358","Starbucks","8647-93470","8012 NW 154th St","Miami Lakes","FL","330165814",-80.33,25.91
"359","Starbucks","7964-95191","9488 NE 2nd Ave","Miami Shores","FL","331382703",-80.19,25.86
"360","Starbucks","11715-104770","52 Curtiss Pkwy","Miami Springs","FL","331665219",-80.28,25.82
"361","Starbucks","14678-115065","14673 Miramar Parkway","Miramar","FL","330276607",-80.34,25.98
"362","Starbucks","76114-79325","16901 Miramar Pkwy","Miramar","FL","330274528",-80.37,25.98
"363","Starbucks","8648-203906","3100 Dykes Road, Grand Boulevard","Miramar","FL","33027",-80.36,25.98
"364","Starbucks","20846-195124","780 Grand Blvd, 120, Loch Leven Landing","Miramar Beach","FL","32550",-86.31,30.38
"365","Starbucks","20007-192495","19021 US Hwy 441","Mount Dora","FL","32757",-81.64,28.82
"366","Starbucks","76488-97105","17450 Hwy 441, RiverChase Shopping Center","Mount Dora","FL","327576748",-81.66,28.82
"367","Starbucks","8519-182087","11232 Tamiami Trail N","Naples","FL","341104801",-81.8,26.27
"368","Starbucks","26924-237046","6839 Collier Blvd, Suite 101, 796 Fifth Avenue","Naples","FL","34114",-81.7,26.07
"369","Starbucks","8454-44639","796 5th Avenue South, Suite #101, Magnolia Square","Naples","FL","341025504",-81.8,26.14
"370","Starbucks","9700-94110","1427 Pine Ridge Rd, 101","Naples","FL","341092115",-81.79,26.21
"371","Starbucks","8481-61280","1 Tamiami Trail S","Naples","FL","34102",-81.8,26.15
"372","Starbucks","10726-102459","4810 Davis Blvd","Naples","FL","341045306",-81.75,26.14
"373","Starbucks","26974-239031","8867 Immokalee Rd, unit 101, Waterside Shops at Pelican Bay","Naples","FL","34120",-81.69,26.27
"374","Starbucks","9829-97916","5505 North Tamiami Trail","Naples","FL","341082869",-81.8,26.21
"375","Starbucks","9694-233146","7335 Radio Rd, Unit #1","Naples","FL","34104",-81.72,26.16
"376","Starbucks","10360-100614","3370 Pine Ridge Rd, Coastland Center","Naples","FL","341093870",-81.75,26.21
"377","Starbucks","11042-103946","2004 Tamiami Trail North","Naples","FL","341024805",-81.8,26.17
"378","Starbucks","76216-90901","2324 Pine Ridge Rd, Waterside Shops","Naples","FL","341092003",-81.77,26.21
"379","Starbucks","8400-28787","15495 N Tamiami Trail","Naples","FL","341106206",-81.81,26.31
"380","Starbucks","10359-97022","2315 Vanderbilt Beach Rd, 308","Naples","FL","341092772",-81.77,26.24
"381","Starbucks","76768-101464","2415 Tarpon Bay Blvd","Naples","FL","341198764",-81.74,26.27
"382","Starbucks","75388-103765","250 SauFley Street - Building 630","Naval Station Pensacola","FL","325085147",-87.27,30.35
"383","Starbucks","13429-106387","327 Atlantic Blvd.","Neptune Beach","FL","322665255",-81.4,30.32
"384","Starbucks","14599-124265","5220 Little Rd","New Port Richey","FL","346551213",-82.67,28.24
"385","Starbucks","76270-95751","2900 Little Rd","New Port Richey","FL","346554420",-82.67,28.2
"386","Starbucks","13368-106958","5435 US Hwy 19","New Port Richey","FL","346523949",-82.73,28.24
"387","Starbucks","10590-97195","12921 SW 1st Road, Suite 111","Newberry","FL","326695709",-82.48,29.66
"388","Starbucks","23389-148984","3000 NE 151st St","North Miami","FL","331813605",-80.14,25.91
"389","Starbucks","8430-27708","13503 Biscayne Blvd","North Miami Beach","FL","331811615",-80.16,25.9
"390","Starbucks","22269-215485","17739 Tamiami Trl","North Port","FL","34287",-82.21,27.04
"391","Starbucks","47122-254208","950 E Commercial Blvd","Oakland Park","FL","33334",-80.13,26.19
"392","Starbucks","76513-89103","2000 SW College Rd","Ocala","FL","344711620",-82.16,29.17
"393","Starbucks","8564-82624","2708 SW College Road","Ocala","FL","344744418",-82.17,29.16
"394","Starbucks","22186-212166","3100 SW College Rd","Ocala","FL","34474",-82.17,29.16
"395","Starbucks","13516-104847","4602 SW College Rd.","Ocala","FL","344745720",-82.2,29.14
"396","Starbucks","11997-254245","53 S Pine Avenue","Ocala","FL","34471",-82.14,29.19
"397","Starbucks","8597-87264","10300 W Colonial Dr","Ocoee","FL","347612959",-81.53,28.55
"398","Starbucks","11115-100850","16330 State Road 54","Odessa","FL","335563732",-82.55,28.19
"399","Starbucks","8561-69643","3180 Tampa Road","Oldsmar","FL","346772297",-82.7,28.05
"400","Starbucks","76218-89124","2575 Enterprise Rd","Orange City","FL","327637960",-81.29,28.92
"401","Starbucks","25467-239191","890 Saxon Blvd, Suite 100","Orange City","FL","32763",-81.29,28.91
"402","Starbucks","9698-97192","629 Blanding Blvd","Orange Park","FL","320735035",-81.75,30.15
"403","Starbucks","17891-175724","1490 County Rd 220, Fleming Island Shopping Center","Orange Park","FL","320037927",-81.72,30.1
"404","Starbucks","8372-19559","1544 County Rd 220, Suite 100","Orange Park","FL","320034991",-81.71,30.1
"405","Starbucks","13643-107651","13401 Blue Heron Beach Dr., Orlando Premium Outlet Mall","Orlando","FL","328216375",-81.5,28.37
"406","Starbucks","8369-17074","8200 Vineland Ave, Suite 1106, Colonial Plaza Market Center","Orlando","FL","328216822",-81.49,28.39
"407","Starbucks","11400-105413","2604 E Colonial Market","Orlando","FL","328035023",-81.35,28.55
"408","Starbucks","11906-105108","5555 Kirkman Rd., Kirkman Shoppes","Orlando","FL","328197933",-81.46,28.48
"409","Starbucks","8247-1242","5814 Conroy Windermere Rd","Orlando","FL","328353528",-81.46,28.49
"410","Starbucks","20281-150104","4000 Central Florida Blvd","Orlando","FL","32816",-81.2,28.6
"411","Starbucks","72332-5866","9333 Airport Blvd., Florida Mall","Orlando","FL","328274334",-81.31,28.43
"412","Starbucks","11401-105410","8001 S Orange Blossom Trail, 898A","Orlando","FL","328097654",-81.4,28.45
"413","Starbucks","19324-188524","5601 Universal Blvd","Orlando","FL","32819",-81.46,28.48
"414","Starbucks","11402-105390","4200 Conroy Rd, Prime Outlets @ Orlando","Orlando","FL","328392400",-81.43,28.49
"415","Starbucks","13942-107984","4965 Prime Outlets Oak Ridge Road, 2D.15, Florida Mall","Orlando","FL","32819",-81.45,28.47
"416","Starbucks","22894-212350","6000 Universal Blvd","Orlando","FL","32819",-81.46,28.47
"417","Starbucks","72333-84984","9333 Airport Blvd.","Orlando","FL","328274334",-81.31,28.43
"418","Starbucks","24718-227731","12278 Narcoossee Rd., Suite 101","Orlando","FL","32827",-81.24,28.39
"419","Starbucks","75951-77281","6677 Sea Harbor Dr","Orlando","FL","328218007",-81.47,28.41
"420","Starbucks","76945-136622","120 W Grant St","Orlando","FL","328063932",-81.38,28.52
"421","Starbucks","75661-92421","9333 Airport Blvd.","Orlando","FL","328274334",-81.31,28.43
"422","Starbucks","16059-164885","325 S Orange Ave","Orlando","FL","328013711",-81.38,28.54
"423","Starbucks","14133-111893","457 Avalon Park N. Blvd","Orlando","FL","328286997",-81.15,28.54
"424","Starbucks","9459-94139","3011 E Colonial Dr, Suite A, Waterford Lakes Town Center","Orlando","FL","328035005",-81.35,28.55
"425","Starbucks","8389-17094","895 Alafaya Trail","Orlando","FL","328287049",-81.21,28.56
"426","Starbucks","14254-113074","6892 S. Orange Blossom Trail, Metro Crossings","Orlando","FL","32809",-81.4,28.47
"427","Starbucks","8337-13261","2573 South Kirkman Road","Orlando","FL","328112346",-81.46,28.52
"428","Starbucks","8375-13260","2453 S Orange Ave","Orlando","FL","328064543",-81.38,28.51
"429","Starbucks","75570-71581","4040 Central Florida Parkway","Orlando","FL","328377662",-81.43,28.4
"430","Starbucks","8556-53219","4200 Conroy Rd., M-23","Orlando","FL","328392400",-81.43,28.49
"431","Starbucks","8627-94107","4650 N Alafaya Trail, 103","Orlando","FL","328262300",-81.21,28.61
"432","Starbucks","8401-25227","1915 Edgewater Drive, Suite A","Orlando","FL","328045803",-81.39,28.57
"433","Starbucks","19811-116532","1000 Universal Studio Plaza","Orlando","FL","328197601",-81.47,28.48
"434","Starbucks","76102-78190","4750 Millenia Plaza Way","Orlando","FL","328392434",-81.43,28.49
"435","Starbucks","70305-133905","9333 Airport Blvd, Plaza Venezia","Orlando","FL","328274334",-81.31,28.43
"436","Starbucks","11706-105396","7610 W SAND LAKE RD, B106","Orlando","FL","328195112",-81.49,28.45
"437","Starbucks","8263-1243","7600 Dr. Phillips Road, Suite 98","Orlando","FL","328197238",-81.49,28.45
"438","Starbucks","21609-196364","8013 International Dr, Suite 101","Orlando","FL","32819",-81.47,28.45
"439","Starbucks","8366-17075","13851 S. John Young Parkway","Orlando","FL","328375862",-81.42,28.37
"440","Starbucks","22048-194450","6550 Adventure Way","Orlando","FL","32819",-81.47,28.47
"441","Starbucks","75812-96091","5780 Major Blvd","Orlando","FL","328197953",-81.46,28.48
"442","Starbucks","78029-116531","1000 Universal Blvd, Shadow Wood","Orlando","FL","32819",-81.47,28.48
"443","Starbucks","21729-196765","10725 International Drive, Suite 110","Orlando","FL","32821",-81.46,28.41
"444","Starbucks","9875-95431","6605 S. Semoran Blvd, Thornton Park Central","Orlando","FL","328223219",-81.31,28.47
"445","Starbucks","8404-7048","20 N. SUMMERLIN AVE","Orlando","FL","328012930",-81.37,28.54
"446","Starbucks","72643-32301","2155 Town Center Blvd","Orlando","FL","328376801",-81.41,28.37
"447","Starbucks","72165-11618","325 N Alafaya Trail","Orlando","FL","328287012",-81.2,28.55
"448","Starbucks","23471-216524","599 S Chickasaw Trail, Orlando World Center Marriott","Orlando","FL","32825",-81.27,28.54
"449","Starbucks","72466-10319","World Center Drive, Granada Plaza","Orlando","FL","32821",-81.51,28.36
"450","Starbucks","8466-41219","247 East Granada Blvd, #6-31","Ormond Beach","FL","321766632",-81.04,29.29
"451","Starbucks","13943-109627","1425 W. Granada Blvd","Ormond Beach","FL","321748113",-81.11,29.26
"452","Starbucks","23308-222924","3607 Aloma Avenue","Oviedo","FL","32765",-81.26,28.62
"453","Starbucks","76217-89125","820 Oviedo Marketplace Blvd","Oviedo","FL","327659305",-81.24,28.66
"454","Starbucks","26676-244911","305 Mitchell Hammock Road","Oviedo","FL","32765",-81.2,28.66
"455","Starbucks","76804-108134","4727 US-90","Pace","FL","32571",-87.13,30.6
"456","Starbucks","9978-96506","810 Palm Bay Rd., NE","Palm Bay","FL","329056349",-80.65,28.03
"457","Starbucks","11613-104895","150 Worth Ave, Bay 110","Palm Beach","FL","334804433",-80.04,26.7
"458","Starbucks","8282-1898","10925 N. Military Trail, Gardens Mall II","Palm Beach","FL","334106501",-80.11,26.84
"459","Starbucks","11253-102742","3101 PGA Boulevard, E141","Palm Beach Gardens","FL","334102801",-80.09,26.85
"460","Starbucks","2910-91463","3866 Northlake Blvd","Palm Beach Gardens","FL","334031536",-80.1,26.81
"461","Starbucks","8274-1165","3103 PGA Blvd., #L-201 and Kiosk location","Palm Beach Gardens","FL","334102801",-80.09,26.85
"462","Starbucks","2894-87003","11600 US Hwy 1, The Gardens","Palm Beach Gardens","FL","33410",-80.06,26.85
"463","Starbucks","9828-98276","6231 PGA Blvd, Suite 100","Palm Beach Gardens","FL","334184033",-80.13,26.84
"464","Starbucks","24719-215365","3036 SW Martin Downs Blvd","Palm City","FL","34990",-80.29,27.17
"465","Starbucks","76873-122706","5100 E Hwy 100, Palm Harbor Shopping Center","Palm Coast","FL","321642365",-81.22,29.48
"466","Starbucks","10728-97680","216 Palm Coast Parkway NE","Palm Coast","FL","321378217",-81.21,29.56
"467","Starbucks","11682-104303","30503 US Hwy 19 N, Unit B","Palm Harbor","FL","346844419",-82.74,28.05
"468","Starbucks","20077-202885","900 E Lake Rd","Palm Harbor","FL","34685",-82.71,28.06
"469","Starbucks","8335-211464","4978 Ridgemoor Blvd.","Palm Harbor","FL","34685",-82.69,28.1
"470","Starbucks","11905-104747","7290 SW 168th St.","Palmetto Bay","FL","331574845",-80.31,25.61
"471","Starbucks","8732-83810","2296-A Martin Luther King Blvd","Panama City","FL","32405",-85.65,30.19
"472","Starbucks","76701-104529","15555 Starfish St","Panama City Beach","FL","324132457",-85.88,30.22
"473","Starbucks","11718-102442","600 Pier Park Dr., Suite 110","Panama City Beach","FL","324132179",-85.87,30.22
"474","Starbucks","75946-100144","14700 Front Beach Road, Shoppes of Parkland","Panama City Beach","FL","324133519",-85.86,30.21
"475","Starbucks","8357-10800","7091 N State Road 7","Parkland","FL","330734524",-80.2,26.32
"476","Starbucks","76219-93184","11253 Pines Blvd","Pembroke Pines","FL","330264118",-80.3,26.01
"477","Starbucks","11345-101764","501 SW 145th Terrace","Pembroke Pines","FL","330271447",-80.34,26
"478","Starbucks","13828-108023","9700 Pines Blvd, Pembroke Lakes Mall","Pembroke Pines","FL","330246228",-80.27,26.01
"479","Starbucks","11614-103834","11401 Pines Blvd., 844, Flamingo Falls Town Center","Pembroke Pines","FL","330264117",-80.3,26.01
"480","Starbucks","8436-19163","2026 North Flamingo Road, B12","Pembroke Pines","FL","330283500",-80.31,26.03
"481","Starbucks","11344-104461","15810 S. Pines Blvd","Pembroke Pines","FL","33027",-80.36,26.01
"482","Starbucks","8542-71640","5040 Bayou Blvd.","Pensacola","FL","325032504",-87.21,30.47
"483","Starbucks","70333-138008","2950 South Blue Angel Parkway","Pensacola","FL","325066905",-87.36,30.36
"484","Starbucks","75399-103763","123 Fred Bauer St., Bldg. 630","Pensacola","FL","32508",-87.28,30.35
"485","Starbucks","13466-106745","1701 E. Nine Mile Rd., Cordova Mall","Pensacola","FL","325145729",-87.23,30.53
"486","Starbucks","11043-91782","5100 North 9th Avenue, H818","Pensacola","FL","325048735",-87.21,30.47
"487","Starbucks","25842-238006","10015 N Davis Hwy, 100","Pensacola","FL","32514",-87.22,30.54
"488","Starbucks","13876-108432","2200 W. Nine Mile Rd., Unit B","Pensacola","FL","325349415",-87.31,30.53
"489","Starbucks","11615-104850","5145 Bayou Blvd.","Pensacola","FL","325032101",-87.22,30.47
"490","Starbucks","18179-182665","1749 E Nine Mile Rd.","Pensacola","FL","32514",-87.22,30.53
"491","Starbucks","8392-164645","12225 S Dixie Hwy, Shoppes of Pine Crest","Pinecrest","FL","331564445",-80.33,25.66
"492","Starbucks","8470-23232","9001 S. Dixie Highway, unit #9055","Pinecrest","FL","331561600",-80.31,25.69
"493","Starbucks","9696-97190","7350 US Hwy 19 North","Pinellas Park","FL","337814600",-82.68,27.84
"494","Starbucks","29342-252905","7299 Park Blvd.","Pinellas Park","FL","33781",-82.74,27.84
"495","Starbucks","76448-97114","7150 US 19 N","Pinellas Park","FL","337814602",-82.68,27.84
"496","Starbucks","11254-103276","2701 Thonotosassa Rd.","Plant City","FL","335631456",-82.15,28.03
"497","Starbucks","3429-93432","1891 North Pine Island Road, Plantation Towne Square","Plantation","FL","333225204",-80.27,26.15
"498","Starbucks","8368-15653","6981 W Broward Blvd, Ste 3A, Broward","Plantation","FL","333172917",-80.24,26.12
"499","Starbucks","8226-996","827 Nob Hill Road, Pompano Plaza","Plantation","FL","333241038",-80.29,26.13
"500","Starbucks","8476-57419","423 S. Federal Highway","Pompano Beach","FL","330625901",-80.1,26.23
"501","Starbucks","8417-30215","1800 N. Federal Highway","Pompano Beach","FL","330621034",-80.1,26.25
"502","Starbucks","8509-177984","2 Fairfield Boulevard, #12","Ponte Vedra","FL","320824621",-81.38,30.19
"503","Starbucks","75728-95019","1000 Pga Tour Blvd, Port Charlotte","Ponte Vedra Beach","FL","320823036",-81.39,30.2
"504","Starbucks","11408-105411","1441 Tamiami TRL, 635","Port Charlotte","FL","339481098",-82.15,27.01
"505","Starbucks","76152-89122","1400A Tamiami Trail","Port Charlotte","FL","339481004",-82.14,27.01
"506","Starbucks","14313-114584","925 Kings Hwy","Port Charlotte","FL","339804248",-82.05,27.02
"507","Starbucks","76108-79280","1771 Dunlawton Ave","Port Orange","FL","321274757",-81.03,29.11
"508","Starbucks","17382-171724","1731 Dunlawton Ave #101","Port Orange","FL","32127",-81.03,29.11
"509","Starbucks","11409-105351","9409 US Highway 19, 207","Port Richey","FL","34668",-82.71,28.29
"510","Starbucks","2912-91465","1789 NW St. Lucie West Blvd","Port St. Lucie","FL","349862501",-80.41,27.31
"511","Starbucks","76791-106134","10720 SW Village Parkway","Port St. Lucie","FL","349872188",-80.43,27.27
"512","Starbucks","13829-108665","10716 Big Bend Rd","Riverview","FL","33569",-82.33,27.79
"513","Starbucks","76772-108135","10290 Bloomingdale Ave, Winthrop Town Centre","Riverview","FL","335783659",-82.33,27.9
"514","Starbucks","10235-112366","6042 Winthrop Town Centre Ave., Space 326","Riverview","FL","335784212",-82.32,27.89
"515","Starbucks","24221-227666","3715 S US Highway 301","Riverview","FL","33578",-82.35,27.91
"516","Starbucks","11907-106878","3820 Murrell Road, Village of Royal Palm","Rockledge","FL","329554741",-80.72,28.29
"517","Starbucks","8431-37760","561 N. State Rd. (US 441)","Royal Palm Beach","FL","334113524",-80.2,26.69
"518","Starbucks","11255-100617","11081 Southern Blvd., Bay 100, The Shoppes at Harbour Pointe","Royal Palm Beach","FL","334114251",-80.22,26.68
"519","Starbucks","10729-102032","100 Main St, Anastasia Plaza","Safety Harbor","FL","346953657",-82.69,27.99
"520","Starbucks","8484-54459","1047 A1A Beach Blvd., Suite #18","Saint Augustine","FL","32080",-81.27,29.83
"521","Starbucks","11617-104966","155 Palencia Village Dr., Suite 101","Saint Augustine","FL","320958450",-81.39,30.01
"522","Starbucks","13645-107355","105 Fireworks Alley","Saint Augustine","FL","320921750",-81.5,30.06
"523","Starbucks","14315-115145","4850 Park St.","Saint Petersburg","FL","337092226",-82.75,27.82
